GeneID	Max_3_UTR
CCDC58	277
CCDC59	846
CCDC6	4168
CCDC61	228
CCDC65	132
CCDC66	201
CCDC68	2848
CCDC69	2384
CCDC7	186
CCDC71	269
CCDC71L	5827
CCDC74A	392
CCDC74B	271
CCDC77	719
CCDC78	187
CCDC8	864
CCDC80	1030
CCDC82	2689
CCDC84	193
CCDC85B	242
CCDC85C	15055
CCDC86	755
CCDC88A	3322
CCDC88C	1301
CCDC89	1157
CCDC9	274
CCDC90B	2817
CCDC91	992
CCDC92	1431
CCDC92B	3609
CCDC93	4861
CCDC97	2157
CCDC9B	3705
CCER2	255
CCHCR1	152
CCKBR	583
CCL5	885
CCM2	412
CCM2L	1178
CCN1	906
CCN2	1086
CCN3	1300
CCNA2	1193
CCNB1	611
CCNB1IP1	181
CCNB2	167
CCNC	1222
CCND1	3191
CCND2	5342
CCND3	1006
CCNDBP1	2335
CCNE1	534
CCNE2	1406
CCNF	1833
CCNG1	1342
CCNG2	4135
CCNH	3275
CCNI	1063
CCNI2	1432
CCNJ	2626
CCNJL	4271
CCNK	1647
CCNL1	684
CCNL2	1519
CCNO	221
CCNQ	439
CCNT1	5978
CCNT2	4792
CCNY	3499
CCNYL1	2473
CCP110	2157
CCPG1	4275
CCR10	661
CCS	163
CCSAP	4219
CCSER1	3161
CCSER2	5002
CCT2	244
CCT3	237
CCT4	606
CCT5	1628
CCT6A	903
CCT6B	186
CCT7	160
CCT8	152
CCZ1	862
CCZ1B	288
CD101	395
CD109	4683
CD151	642
CD164	2336
CD209	3043
CD24	1829
CD276	1561
CD2AP	3032
CD2BP2	2218
CD320	335
CD37	275
CD3EAP	1264
CD44	3114
CD46	1997
CD47	4193
CD55	1420
CD58	526
CD59	7115
CD63	117
CD68	599
CD74	2209
CD81	552
CD82	1231
CD83	1680
CD8A	1314
CD9	437
CD99	3072
CD99L2	2697
CDADC1	1727
CDAN1	946
CDC123	251
CDC14A	2026
CDC14B	3681
CDC14C	1437
CDC16	279
CDC20	72
CDC23	1327
CDC25A	1798
CDC25B	1159
CDC25C	426
CDC26	270
CDC27	3314
CDC34	534
CDC37	417
CDC37L1	2285
CDC40	2098
CDC42	9842
CDC42BPA	4409
CDC42BPB	1331
CDC42BPG	1420
CDC42EP1	582
CDC42EP2	884
CDC42EP3	3878
CDC42EP4	1805
CDC42SE1	2356
CDC42SE2	3580
CDC45	131
CDC5L	3713
CDC6	2655
CDC7	1328
CDC73	4099
CDCA2	1361
CDCA3	385
CDCA4	1630
CDCA5	1653
CDCA7	1328
CDCA7L	1422
CDCA8	1352
CDCP1	3360
CDH1	2036
CDH11	4337
CDH2	1186
CDH23	700
CDH24	518
CDH3	1891
CDH4	3675
CDH7	9441
CDHR1	4072
CDHR3	3734
CDHR5	785
CDIP1	1901
CDIPT	831
CDK1	1269
CDK10	661
CDK11A	527
CDK11B	538
CDK12	3248
CDK13	4599
CDK14	3425
CDK15	2249
CDK16	1226
CDK17	2508
CDK18	1410
CDK19	4556
CDK2	1163
CDK20	1139
CDK2AP1	765
CDK2AP2	447
CDK4	797
CDK5	193
CDK5R1	2708
CDK5RAP1	203
CDK5RAP2	366
CDK5RAP3	283
CDK6	10218
CDK7	294
CDK8	1154
CDK9	1241
CDKAL1	1363
CDKL1	3807
CDKL2	2682
CDKL3	286
CDKL5	11438
CDKN1A	1821
CDKN1B	1346
CDKN2A	490
CDKN2AIP	2967
CDKN2AIPNL	849
CDKN2B	3344
CDKN2C	363
CDKN2D	597
CDKN3	224
CDNF	734
CDO1	699
CDON	4123
CDPF1	1078
CDR2	1030
CDR2L	1722
CDS1	2647
CDS2	7652
CDT1	979
CDV3	3099
CDX2	2312
CDYL	1487
CDYL2	6480
CEACAM19	864
CEBPA	1403
CEBPB	619
CEBPD	397
CEBPG	2993
CEBPZ	150
CEBPZOS	2880
CECR2	5314
CEL	96
CELF1	6411
CELF2	7619
CELF4	2152
CELF5	3740
CELSR1	2343
CELSR2	1701
CELSR3	1741
CEMIP2	1830
CENPA	775
CENPB	832
CENPBD1	1583
CENPC	3842
CENPE	410
CENPF	776
CENPH	557
CENPI	705
CENPJ	897
CENPK	708
CENPL	897
CENPM	475
CENPN	2833
CENPO	3022
CENPP	7377
CENPQ	831
CENPS	402
CENPT	109
CENPU	1201
CENPV	278
CENPW	405
CENPX	501
CEP104	3315
CEP112	433
CEP120	1856
CEP126	3418
CEP128	999
CEP131	172
CEP135	2001
CEP152	310
CEP162	819
CEP164	1097
CEP170	2020
CEP170B	1788
CEP19	1273
CEP192	265
CEP250	7653
CEP290	167
CEP295	88
CEP350	3713
CEP41	5119
CEP44	2944
CEP55	938
CEP57	1436
CEP57L1	4376
CEP63	3494
CEP68	3365
CEP70	669
CEP72	397
CEP76	739
CEP78	8838
CEP83	1515
CEP85	1514
CEP85L	4632
CEP89	3236
CEP95	164
CEP97	5010
CEPT1	793
CERCAM	502
CERK	2723
CERS1	1016
CERS2	974
CERS4	310
CERS5	1378
CERS6	5471
CERT1	5705
CES2	1065
CES3	2099
CETN2	846
CETN3	728
CFAP20	431
CFAP298	2506
CFAP298-TCP10L	3052
CFAP36	71
CFAP410	1253
CFAP43	250
CFAP44	4626
CFAP45	120
CFAP53	186
CFAP65	1639
CFAP69	824
CFAP70	216
CFAP97	3132
CFB	53
CFD	402
CFDP1	241
CFL1	662
CFL2	3751
CFLAR	12713
CGA	257
CGGBP1	3522
CGN	1344
CGNL1	3226
CGREF1	679
CGRRF1	907
CHAC1	737
CHAC2	670
CHAD	553
CHAF1A	371
CHAF1B	2648
CHAMP1	1040
CHCHD1	464
CHCHD10	172
CHCHD2	277
CHCHD3	774
CHCHD4	809
CHCHD5	150
CHCHD6	218
CHCHD7	1467
CHD1	2393
CHD1L	256
CHD2	3290
CHD3	1169
CHD4	593
CHD5	3640
CHD6	2509
CHD7	2093
CHD8	413
CHD9	4254
CHDH	5441
CHEK1	1833
CHEK2	153
CHERP	1264
CHFR	9197
CHGA	400
CHGB	303
CHIC1	6103
CHIC2	303
CHID1	1998
CHKA	1128
CHM	3449
CHML	4930
CHMP1A	1629
CHMP1B	2332
CHMP2A	82
CHMP2B	1733
CHMP3	2373
CHMP4A	295
CHMP4B	805
CHMP4C	968
CHMP5	1240
CHMP6	979
CHMP7	1410
CHN1	1305
CHN2	1760
CHORDC1	1974
CHP1	2495
CHPF	435
CHPF2	145
CHPT1	128
CHRAC1	1906
CHRD	1315
CHRM3	6224
CHRNA3	1294
CHRNA5	2152
CHRNA7	4561
CHRNB1	986
CHRNB4	1021
CHST10	1384
CHST11	4210
CHST12	14599
CHST14	813
CHST15	2480
CHST2	1604
CHST3	5084
CHST6	6588
CHST7	736
CHST8	445
CHST9	10846
CHSY1	1660
CHSY3	842
CHTF18	98
CHTOP	1230
CHUK	1329
CHURC1	3166
CIAO1	2810
CIAO2A	2958
CIAO2B	137
CIAO3	651
CIAPIN1	1022
CIART	137
CIB1	508
CIB2	704
CIC	604
CIDEB	536
CIITA	12515
CILK1	3842
CILP2	642
CINP	426
CIP2A	1282
CIPC	2968
CIR1	474
CIRBP	2365
CISD1	1934
CISD2	5375
CISD3	2149
CIT	2440
CITED1	84
CITED2	1324
CITED4	518
CIZ1	131
CKAP2	1489
CKAP2L	2471
CKAP4	1142
CKAP5	974
CKB	196
CKLF	275
CKMT1A	132
CKMT1B	132
CKS1B	473
CKS2	277
CLASP1	3084
CLASP2	2384
CLASRP	110
CLBA1	1232
CLCC1	2993
CLCN2	420
CLCN3	3673
CLCN4	4074
CLCN5	7015
CLCN6	2920
CLCN7	1697
CLDN1	2564
CLDN12	2542
CLDN15	317
CLDN3	389
CLDN7	583
CLDND1	1185
CLDND2	43
CLEC11A	240
CLEC16A	3495
CLEC2D	4750
CLGN	770
CLHC1	3238
CLIC1	260
CLIC4	3381
CLIC5	4631
CLINT1	1898
CLIP1	1443
CLIP2	2086
CLIP3	1497
CLIP4	1914
CLK1	296
CLK2	349
CLK3	317
CLK4	952
CLMN	9623
CLMP	3601
CLN3	2164
CLN5	4659
CLN6	1147
CLN8	6002
CLNS1A	2165
CLOCK	7513
CLP1	428
CLPB	7870
CLPP	1531
CLPTM1	448
CLPTM1L	616
CLPX	2602
CLSPN	4383
CLSTN1	1581
CLSTN2	11142
CLSTN3	852
CLTA	429
CLTB	976
CLTC	3103
CLTCL1	495
CLU	1323
CLUAP1	2779
CLUH	1206
CLYBL	321
CMAS	356
CMBL	2857
CMC1	5497
CMC2	9644
CMC4	217
CMIP	1963
CMPK1	2093
CMSS1	3343
CMTM3	1254
CMTM4	7307
CMTM6	2647
CMTM7	1273
CMTM8	358
CMTR1	1362
CMTR2	2215
CMYA5	604
CNBP	2625
CNDP2	3385
CNEP1R1	1629
CNFN	133
CNIH1	4252
CNIH3	1197
CNIH4	3656
CNKSR1	335
CNKSR2	3902
CNKSR3	18838
CNN2	1164
CNN3	792
CNNM1	2813
CNNM2	13041
CNNM3	2765
CNNM4	2355
CNOT1	1006
CNOT10	263
CNOT11	902
CNOT2	1341
CNOT3	273
CNOT4	1723
CNOT6	4156
CNOT6L	7043
CNOT7	5753
CNOT8	1352
CNOT9	2799
CNP	3815
CNPPD1	688
CNPY1	1937
CNPY2	707
CNPY3	774
CNPY4	616
CNRIP1	851
CNST	2689
CNTD1	2051
CNTFR	638
CNTLN	3663
CNTN1	2379
CNTN4	1740
CNTNAP1	1082
CNTNAP2	5379
CNTNAP3	1122
CNTNAP3B	2098
CNTRL	484
CNTROB	485
COA1	985
COA3	435
COA4	446
COA5	1436
COA6	1261
COA7	3270
COA8	2927
COASY	308
COBL	2512
COBLL1	5757
COCH	826
COG1	54
COG2	588
COG3	1969
COG4	442
COG5	3885
COG6	3309
COG7	426
COG8	2751
COIL	870
COL11A2	985
COL12A1	2220
COL13A1	442
COL14A1	2341
COL18A1	1321
COL19A1	5192
COL1A1	1405
COL21A1	1066
COL23A1	1079
COL24A1	1312
COL25A1	5200
COL26A1	1493
COL27A1	1815
COL2A1	439
COL4A1	1399
COL4A2	1017
COL4A3	2921
COL4A4	4608
COL4A5	1166
COL4A6	1392
COL5A1	2538
COL6A1	1034
COL6A2	876
COL7A1	332
COL9A2	692
COLEC12	3307
COLGALT1	1712
COLGALT2	2925
COLQ	1510
COMMD1	5243
COMMD10	800
COMMD2	3048
COMMD3	306
COMMD4	267
COMMD5	497
COMMD6	1374
COMMD7	690
COMMD8	855
COMMD9	2343
COMT	1238
COMTD1	431
COP1	326
COPA	1562
COPB1	320
COPB2	456
COPE	164
COPG1	348
COPG2	853
COPRS	266
COPS2	5222
COPS3	481
COPS4	493
COPS5	152
COPS6	397
COPS7A	824
COPS7B	1633
COPS8	2731
COPS9	222
COPZ1	1321
COQ10A	648
COQ10B	1384
COQ2	374
COQ3	198
COQ4	598
COQ5	504
COQ6	670
COQ7	1936
COQ8A	806
COQ8B	504
COQ9	645
CORO1B	2865
CORO1C	2291
CORO2A	3798
CORO2B	1830
CORO6	975
CORO7	615
COTL1	1246
COX10	1463
COX11	2310
COX14	235
COX15	3850
COX16	1251
COX17	140
COX18	5751
COX19	4525
COX20	2022
COX4I1	498
COX5A	651
COX5B	274
COX6A1	192
COX6B1	134
COX6C	400
COX7A2	254
COX7A2L	1880
COX7B	2114
COX7C	294
COX8A	222
CPD	5174
CPE	936
CPEB1	1390
CPEB2	3770
CPEB3	5519
CPEB4	5842
CPLANE1	1373
CPLANE2	355
CPLX2	3975
CPM	5260
CPNE1	209
CPNE2	710
CPNE3	3087
CPNE7	624
CPNE8	1678
CPOX	1236
CPPED1	5086
CPQ	317
CPS1	1121
CPSF1	86
CPSF2	10400
CPSF3	92
CPSF4	876
CPSF6	4846
CPSF7	2056
CPT1A	2760
CPT1C	125
CPT2	601
CPTP	1132
CPVL	1135
CPXM1	115
CPZ	143
CR1L	17
CR2	750
CRABP2	417
CRACD	2919
CRACR2B	429
CRADD	722
CRAMP1	3862
CRAT	602
CRB3	546
CRBN	1231
CRCP	2208
CREB1	8929
CREB3	272
CREB3L1	647
CREB3L2	5496
CREB3L4	292
CREB5	6614
CREBBP	2662
CREBL2	3109
CREBRF	5536
CREBZF	6246
CREG1	1283
CREG2	5372
CRELD1	1014
CRELD2	229
CREM	1559
CRIM1	2433
CRIP3	341
CRIPT	5948
CRISPLD1	2315
CRK	2947
CRKL	3901
CRLF1	328
CRLF3	1502
CRLS1	2892
CRMP1	995
CRNDE	223
CRNKL1	1833
CROCC	513
CROT	1149
CRPPA	4169
CRTAC1	547
CRTAP	5324
CRTC1	4950
CRTC2	432
CRTC3	3204
CRY1	636
CRY2	2334
CRYBG1	3450
CRYBG3	1669
CRYL1	461
CRYZ	807
CRYZL1	480
CS	1384
CSAD	847
CSDC2	1770
CSDE1	1255
CSE1L	761
CSF1	2140
CSGALNACT2	2056
CSK	684
CSMD3	1840
CSNK1A1	3870
CSNK1A1L	983
CSNK1D	2164
CSNK1E	1247
CSNK1G1	6405
CSNK1G2	1133
CSNK1G3	2652
CSNK2A1	11462
CSNK2A2	445
CSNK2A3	1
CSNK2B	143
CSPG4	1227
CSPG5	471
CSPP1	1020
CSRNP1	1203
CSRNP2	2540
CSRNP3	9653
CSRP1	1182
CSRP2	242
CST3	2759
CSTB	536
CSTF1	2634
CSTF2	806
CSTF2T	2212
CSTF3	502
CTAGE1	1974
CTBP1	794
CTBP2	5200
CTBS	5387
CTC1	3364
CTCF	1312
CTDNEP1	593
CTDP1	2953
CTDSP1	1515
CTDSP2	3674
CTDSPL	3601
CTDSPL2	4863
CTF1	1020
CTH	723
CTIF	3655
CTNNA1	1210
CTNNAL1	276
CTNNB1	1100
CTNNBIP1	2441
CTNNBL1	115
CTNND1	3231
CTNS	2733
CTPS1	907
CTPS2	1776
CTR9	640
CTSA	368
CTSB	2599
CTSC	5621
CTSD	747
CTSH	1069
CTSK	590
CTSL	361
CTSO	1917
CTSV	3271
CTSZ	463
CTTN	1421
CTTNBP2	885
CTTNBP2NL	3751
CTU1	994
CTU2	175
CTXN1	798
CUEDC1	2042
CUEDC2	176
CUL1	527
CUL2	1759
CUL3	4094
CUL4A	3525
CUL4B	2900
CUL5	3374
CUL7	70
CUL9	141
CUTA	207
CUTC	394
CUX1	9190
CUX2	2228
CWC15	764
CWC22	835
CWC25	1650
CWC27	1702
CWF19L1	928
CWF19L2	563
CXADR	4612
CXCL12	3162
CXCL16	946
CXCR4	519
CXorf38	3241
CXorf56	1577
CXXC1	249
CXXC4	4011
CXXC5	977
CYB561	2097
CYB561A3	1653
CYB561D1	4659
CYB561D2	320
CYB5A	2819
CYB5B	3743
CYB5D1	2814
CYB5D2	618
CYB5R1	653
CYB5R3	1932
CYB5R4	7544
CYB5RL	4960
CYBA	63
CYBB	2543
CYBC1	1417
CYBRD1	3479
CYC1	188
CYCS	5044
CYFIP1	2974
CYFIP2	2593
CYHR1	796
CYLD	5426
CYP1A1	946
CYP1B1	3118
CYP20A1	9117
CYP26A1	580
CYP26B1	2988
CYP27B1	807
CYP27C1	3436
CYP2J2	342
CYP2R1	111
CYP2S1	1050
CYP2U1	3037
CYP39A1	785
CYP3A5	3949
CYP4V2	2821
CYP4X1	579
CYP51A1	1515
CYP7B1	5790
CYREN	2264
CYS1	2053
CYSTM1	377
CYTH1	2121
CYTH2	3103
CYTH3	3162
CZIB	558
D2HGDH	841
DAAM1	2545
DAAM2	2839
DAB2	1751
DAB2IP	1984
DACH1	2688
DACT1	1185
DACT3	930
DAD1	230
DAG1	2418
DAGLA	2511
DAGLB	720
DALRD3	153
DAP	1825
DAP3	766
DAPK1	1269
DAPK2	6590
DAPK3	647
DARS1	1434
DARS2	840
DAXX	186
DAZAP1	946
DAZAP2	1474
DBF4	1388
DBF4B	1010
DBI	241
DBN1	840
DBNDD1	1469
DBNDD2	683
DBNL	8539
DBP	806
DBR1	900
DBT	9335
DCAF1	1257
DCAF10	6159
DCAF11	1932
DCAF12	1962
DCAF13	569
DCAF15	453
DCAF16	2835
DCAF17	3937
DCAF4	1335
DCAF4L1	3477
DCAF5	2975
DCAF6	407
DCAF7	5093
DCAF8	1871
DCAF8L2	1150
DCAKD	1094
DCBLD1	1889
DCBLD2	3430
DCDC2	2974
DCHS1	448
DCHS2	2793
DCK	1533
DCLK1	5989
DCLK2	1185
DCLRE1A	426
DCLRE1B	1922
DCLRE1C	3794
DCP1A	4150
DCP1B	1664
DCP2	8710
DCPS	4391
DCST2	16
DCTD	1307
DCTN1	344
DCTN2	638
DCTN3	325
DCTN4	2401
DCTN5	10327
DCTN6	465
DCTPP1	617
DCUN1D1	7019
DCUN1D2	2209
DCUN1D3	4960
DCUN1D4	3252
DCUN1D5	11672
DCXR	101
DDA1	3640
DDAH1	2966
DDAH2	196
DDB1	683
DDB2	368
DDHD1	10012
DDHD2	2236
DDI2	9207
DDIAS	321
DDIT3	220
DDIT4	847
DDIT4L	1806
DDN	1590
DDOST	600
DDR1	1000
DDR2	7158
DDRGK1	302
DDT	185
DDTL	1149
DDX1	194
DDX10	502
DDX11	962
DDX17	2496
DDX18	1652
DDX19A	1396
DDX19B	1722
DDX20	1100
DDX21	2256
DDX23	712
DDX24	2903
DDX27	242
DDX28	660
DDX31	1868
DDX39A	137
DDX3X	3947
DDX3Y	2355
DDX41	213
DDX42	918
DDX46	2414
DDX47	426
DDX49	313
DDX5	1668
DDX50	216
DDX51	2676
DDX52	4554
DDX54	1703
DDX55	802
DDX56	584
DDX58	1819
DDX59	343
DDX6	4333
DDX60	638
DDX60L	1411
DEAF1	329
DECR1	1735
DECR2	592
DEDD	1172
DEDD2	839
DEF8	2096
DEGS1	1108
DEGS2	2803
DEK	1858
DELE1	3287
DENND10	1336
DENND11	5927
DENND1A	1777
DENND1B	5710
DENND1C	296
DENND2A	988
DENND2B	743
DENND2C	2749
DENND3	2885
DENND4A	2727
DENND4B	795
DENND4C	2105
DENND5A	948
DENND5B	5379
DENND6A	2759
DENND6B	3108
DENR	1985
DEPDC1	2779
DEPDC1B	840
DEPDC4	1636
DEPDC5	1535
DEPDC7	126
DEPP1	1263
DEPTOR	1213
DERA	634
DERL1	2282
DERL2	3534
DESI1	3068
DESI2	3242
DET1	469
DEXI	668
DFFA	4967
DFFB	1687
DGAT1	1969
DGCR2	2582
DGCR6L	436
DGCR8	1768
DGKA	254
DGKD	2637
DGKE	6775
DGKH	13745
DGKQ	1732
DGKZ	606
DGLUCY	562
DGUOK	209
DHCR24	2605
DHCR7	963
DHDDS	2172
DHDH	35
DHFR	2918
DHFR2	3025
DHODH	3459
DHPS	136
DHRS1	260
DHRS11	600
DHRS12	1130
DHRS13	659
DHRS2	745
DHRS3	429
DHRS4	471
DHRS7	846
DHRS7B	876
DHRSX	1526
DHTKD1	2332
DHX15	448
DHX16	122
DHX29	432
DHX30	75
DHX32	348
DHX33	3287
DHX34	590
DHX35	1177
DHX36	3624
DHX37	975
DHX38	414
DHX40	1170
DHX57	567
DHX8	1822
DHX9	547
DIABLO	718
DIAPH1	1948
DIAPH2	5678
DIAPH3	994
DICER1	4385
DIDO1	3715
DIMT1	1755
DIP2A	2392
DIP2B	3817
DIP2C	3123
DIPK1A	1222
DIPK1B	967
DIPK2A	2526
DIRAS1	2642
DIS3	7624
DIS3L	585
DIS3L2	774
DISP1	22
DISP2	8300
DIXDC1	3615
DKC1	890
DLAT	1868
DLC1	2449
DLD	1938
DLG1	2062
DLG2	4804
DLG3	3219
DLG4	3527
DLG5	1648
DLGAP3	646
DLGAP4	1603
DLGAP5	318
DLK2	186
DLL1	667
DLL3	455
DLL4	1038
DLST	1411
DLX1	1593
DLX2	1104
DLX4	1015
DLX5	339
DLX6	992
DMAC1	2072
DMAC2	1949
DMAC2L	2325
DMAP1	54
DMBX1	3721
DMD	2692
DMKN	318
DMPK	914
DMRT3	726
DMRTA1	3828
DMRTA2	1114
DMTF1	1191
DMTN	1063
DMWD	1295
DMXL1	1909
DMXL2	1261
DNA2	974
DNAAF2	367
DNAAF3	400
DNAAF5	821
DNAH1	45
DNAH10	238
DNAH11	584
DNAH14	908
DNAH17	208
DNAH2	289
DNAH6	180
DNAH7	217
DNAJA1	1003
DNAJA2	1666
DNAJA3	1228
DNAJB1	1175
DNAJB11	391
DNAJB12	2974
DNAJB14	4777
DNAJB2	1907
DNAJB4	1927
DNAJB5	1640
DNAJB6	1340
DNAJB9	1496
DNAJC1	138
DNAJC10	17330
DNAJC11	1504
DNAJC12	446
DNAJC13	749
DNAJC14	1016
DNAJC15	6964
DNAJC16	3555
DNAJC17	2778
DNAJC18	3944
DNAJC19	929
DNAJC2	279
DNAJC21	4249
DNAJC22	2187
DNAJC24	2433
DNAJC25	1122
DNAJC27	4106
DNAJC28	171
DNAJC3	3957
DNAJC30	1824
DNAJC4	167
DNAJC5	4441
DNAJC5G	1069
DNAJC6	2845
DNAJC7	311
DNAJC8	968
DNAJC9	1443
DNAL1	7788
DNAL4	940
DNASE1	141
DNASE1L1	1470
DNASE1L2	292
DNASE2	780
DND1	498
DNHD1	748
DNLZ	2528
DNM1	1235
DNM1L	2239
DNM2	862
DNM3	4875
DNMBP	1579
DNMT1	320
DNMT3A	1317
DNMT3B	1452
DNPEP	2248
DNPH1	332
DNTTIP1	222
DNTTIP2	3566
DOC2A	671
DOC2B	4651
DOCK1	1089
DOCK11	352
DOCK3	2638
DOCK4	2163
DOCK5	4411
DOCK6	201
DOCK7	687
DOCK8	1039
DOCK9	1318
DOHH	667
DOK1	1163
DOK3	2077
DOK4	1454
DOLK	156
DOLPP1	1430
DONSON	753
DOP1A	303
DOP1B	702
DOT1L	2785
DPAGT1	487
DPCD	1374
DPF1	1056
DPF2	2502
DPF3	1790
DPH1	2360
DPH2	829
DPH3	3702
DPH3P1	290
DPH5	782
DPH6	3100
DPH7	2397
DPM1	276
DPM2	622
DPM3	70
DPP3	405
DPP7	101
DPP8	4416
DPP9	1336
DPY19L1	2691
DPY19L2	1598
DPY19L3	3649
DPY19L4	3924
DPY30	403
DPYD	1231
DPYSL2	2468
DPYSL3	3226
DPYSL4	828
DPYSL5	3355
DR1	8853
DRAM1	2351
DRAM2	989
DRAP1	127
DRAXIN	6160
DRC3	488
DRD4	101
DRG1	480
DRG2	775
DROSHA	936
DRP2	3874
DSC2	9371
DSC3	5007
DSCC1	916
DSE	9257
DSEL	4382
DSG2	2263
DSN1	996
DSP	835
DST	1008
DSTN	2772
DSTYK	5052
DTD1	3284
DTD2	2092
DTL	2072
DTNA	4078
DTNB	1559
DTNBP1	853
DTWD1	12651
DTWD2	4842
DTX2	393
DTX3	649
DTX3L	3454
DTX4	3678
DTYMK	488
DUS1L	608
DUS2	332
DUS3L	60
DUS4L	962
DUSP1	665
DUSP10	987
DUSP11	462
DUSP12	290
DUSP14	628
DUSP15	766
DUSP16	3550
DUSP18	2081
DUSP19	4505
DUSP22	2403
DUSP28	3788
DUSP3	3482
DUSP4	3963
DUSP5	1104
DUSP6	2016
DUSP7	1893
DUSP8	2466
DUSP9	1020
DUT	1294
DVL1	863
DVL2	522
DVL3	2858
DXO	61
DYM	7801
DYNC1H1	5879
DYNC1I1	830
DYNC1I2	2268
DYNC1LI1	827
DYNC1LI2	2828
DYNC2H1	609
DYNC2LI1	933
DYNLL1	282
DYNLL2	6262
DYNLRB1	672
DYNLT1	422
DYNLT3	1738
DYRK1A	13825
DYRK1B	367
DYRK2	6692
DYRK3	6209
DYRK4	1548
DZANK1	1031
DZIP1	4031
DZIP1L	825
DZIP3	1480
E2F1	1254
E2F2	3441
E2F3	3283
E2F4	794
E2F5	655
E2F6	2101
E2F7	2763
E2F8	594
E4F1	507
EAF1	3457
EAF2	137
EAPP	657
EARS2	3616
EBAG9	1436
EBF1	3222
EBF2	2882
EBF3	2709
EBF4	840
EBLN2	419
EBNA1BP2	268
EBP	258
EBPL	532
ECD	907
ECE1	2704
ECEL1	325
ECH1	190
ECHDC1	1565
ECHDC2	609
ECHDC3	525
ECHS1	382
ECI1	575
ECI2	180
ECPAS	1344
ECSIT	512
ECT2	1326
EDA	3861
EDA2R	2453
EDARADD	2280
EDC3	2053
EDC4	348
EDEM1	4039
EDEM3	3824
EDF1	336
EDIL3	2864
EDNRA	2335
EDRF1	670
EEA1	5373
EED	284
EEF1A1	2059
EEF1A2	283
EEF1AKMT1	348
EEF1AKMT2	2668
EEF1AKMT3	2264
EEF1AKMT4	183
EEF1AKNMT	959
EEF1B2	45
EEF1D	97
EEF1E1	494
EEF1G	82
EEF2	497
EEF2K	4741
EEF2KMT	1347
EEFSEC	386
EEPD1	2331
EFCAB11	2572
EFCAB13	743
EFCAB14	3301
EFCAB2	3279
EFCAB6	74
EFCAB7	176
EFEMP1	1105
EFHC1	4856
EFHD1	1061
EFHD2	1614
EFL1	152
EFNA1	831
EFNA2	1484
EFNA3	994
EFNA4	563
EFNA5	4360
EFNB1	1508
EFNB2	3293
EFNB3	1795
EFR3A	2743
EFR3B	4794
EFTUD2	1325
EGF	2453
EGFL7	391
EGFLAM	1493
EGFR	6010
EGLN1	2659
EGLN3	1663
EGR1	1221
EHBP1	985
EHBP1L1	347
EHD1	2690
EHD3	2746
EHD4	4711
EHHADH	1601
EHMT1	2052
EHMT2	324
EI24	1121
EID1	1432
EID2	659
EID2B	1328
EIF1	1841
EIF1AD	2053
EIF1AX	3780
EIF1B	409
EIF2A	2104
EIF2AK1	2425
EIF2AK2	8062
EIF2AK3	995
EIF2AK4	506
EIF2B1	1349
EIF2B2	3177
EIF2B3	477
EIF2B4	47
EIF2B5	367
EIF2D	131
EIF2S1	3075
EIF2S2	1420
EIF2S3	2024
EIF2S3B	666
EIF3A	2366
EIF3B	538
EIF3D	131
EIF3E	668
EIF3F	5826
EIF3G	99
EIF3H	2874
EIF3I	407
EIF3J	1653
EIF3K	33
EIF3L	942
EIF3M	3864
EIF4A2	626
EIF4A3	1119
EIF4B	1991
EIF4E	9343
EIF4E2	2741
EIF4E3	9267
EIF4EBP1	429
EIF4EBP2	6870
EIF4ENIF1	512
EIF4G1	449
EIF4G2	769
EIF4G3	1026
EIF4H	1787
EIF5	3971
EIF5A	641
EIF5A2	4941
EIF5AL1	3321
EIF5B	1910
EIF6	290
EIPR1	408
ELAC1	1035
ELAC2	1205
ELAVL1	4909
ELAVL2	2451
ELF1	1505
ELF2	1762
ELF4	1839
ELK1	1407
ELK3	2643
ELK4	8602
ELL	2088
ELL2	3772
ELL3	493
ELMO1	2644
ELMO2	1314
ELMO3	126
ELMOD1	1581
ELMOD2	3394
ELMOD3	785
ELOA	2485
ELOB	575
ELOC	1493
ELOF1	702
ELOVL1	518
ELOVL2	3020
ELOVL4	1791
ELOVL5	1728
ELOVL6	5491
ELOVL7	2834
ELP1	1597
ELP2	5915
ELP3	1426
ELP4	6892
ELP5	1151
ELP6	428
ELSPBP1	202
EMB	3080
EMC1	3641
EMC10	8722
EMC2	2597
EMC3	1388
EMC4	362
EMC6	189
EMC7	315
EMC8	1239
EMC9	44
EMD	325
EME1	519
EMG1	4126
EMID1	652
EMILIN1	381
EMILIN2	2598
EMILIN3	1304
EML1	1945
EML2	262
EML3	256
EML4	2340
EML5	3386
EML6	1924
EMP1	5249
EMP2	4482
EMP3	82
EMSY	2884
EMX1	936
EMX2	1377
EN1	766
EN2	2143
ENAH	10944
ENC1	2586
ENDOD1	3065
ENDOG	65
ENDOV	1940
ENGASE	2249
ENHO	421
ENKD1	215
ENO1	359
ENO2	896
ENO3	81
ENOPH1	1056
ENOSF1	3986
ENOX1	859
ENOX2	1932
ENPEP	3726
ENPP1	4643
ENPP2	434
ENPP4	3046
ENPP5	2143
ENSA	2359
ENTPD1	10882
ENTPD4	3773
ENTPD5	4234
ENTPD6	2559
ENTPD7	6561
ENTR1	865
ENY2	2472
EOGT	2392
EOLA1	5920
EOLA2	346
EOMES	1120
