GeneID	Riboseq_control_1	Riboseq_control_2	Riboseq_sample_1	Riboseq_sample_2	RNAseq_control_1	RNAseq_control_2	RNAseq_control_3	RNAseq_sample_1	RNAseq_sample_2	RNAseq_sample_3
H2AP	0	0	0	0	2	0	0	0	2	2
H2AW	125	86	154	306	402	485	486	912	891	448
H2AX	113	114	274	406	1610	1809	2207	2394	3054	1516
H2AZ1	198	140	297	513	3026	3191	3095	3347	3040	2256
H2AZ1-DT	0	0	0	0	6	3	3	7	12	2
H2AZ2	52	18	16	60	1597	1574	1813	1298	1152	805
H2BC1	0	0	0	0	0	2	0	0	0	0
H2BC10	6	14	18	32	0	2	0	0	0	0
H2BC11	628	666	859	1226	28	35	22	31	72	20
H2BC12	337	169	565	636	944	1196	1013	1145	1162	475
H2BC13	90	20	76	176	11	10	12	15	21	7
H2BC14	0	0	12	12	0	2	0	2	4	0
H2BC15	212	158	219	387	48	60	37	76	85	11
H2BC17	97	54	188	184	13	8	9	19	16	3
H2BC18	62	30	110	198	27	42	9	48	51	13
H2BC20P	6	10	18	58	54	68	44	93	84	18
H2BC21	196	140	192	558	154	174	98	197	202	94
H2BC3	0	2	0	0	0	0	0	0	0	0
H2BC4	156	126	160	232	11	7	9	39	26	7
H2BC5	259	214	559	619	147	138	106	216	184	69
H2BC6	18	9	16	54	3	0	2	0	4	0
H2BC7	22	16	39	30	4	2	7	5	10	3
H2BC8	180	68	232	366	45	42	22	57	88	18
H2BC9	0	4	10	6	1	9	3	1	2	1
H2BE1	0	0	0	0	16	32	9	18	18	4
H2BP1	0	0	0	0	5	4	4	1	1	3
H2BP2	0	0	0	0	8	5	2	2	1	0
H2BS1	53	36	159	324	9	7	8	17	12	6
H2BU1	105	36	149	262	8	23	2	43	28	9
H2BW1	0	0	0	0	0	1	0	1	0	0
H2BW2	0	0	0	0	2	2	1	0	2	0
H2BW3P	0	0	0	0	0	0	0	0	0	0
H2BW4P	0	0	0	0	0	0	0	0	0	0
H3-2	39	36	82	215	36	65	28	35	20	13
H3-3A	0	0	0	0	0	7	6	4	3	2
H3-3B	140	78	243	212	7920	7196	7110	7908	7827	3827
H3-4	2	6	6	57	2	0	0	3	0	0
H3-5	138	68	153	324	9401	9552	10209	13840	17846	3463
H3C1	24	22	102	216	2	1	2	6	2	1
H3C10	178	264	401	1148	29	15	16	46	37	15
H3C11	34	36	158	252	1	0	4	4	10	2
H3C12	0	0	0	0	5	1	1	5	1	0
H3C13	70	22	76	315	6	6	1	18	13	7
H3C14	0	0	0	0	0	0	0	0	0	0
H3C15	0	0	0	0	0	0	0	0	0	0
H3C2	192	112	335	761	14	11	7	15	23	6
H3C3	16	22	38	66	0	0	0	0	0	0
H3C4	0	0	0	14	1	4	0	5	9	0
H3C6	0	0	0	6	12	9	11	5	14	5
H3C7	220	210	354	442	1	4	4	4	6	1
H3C8	0	2	0	2	0	0	2	0	0	2
H3P4	46	10	54	184	44	51	26	41	34	10
H3P6	75	40	98	106	4073	3640	4648	4900	4503	3055
H3Y1	10	2	0	0	13	26	12	21	23	0
H3Y2	0	0	0	0	0	0	1	2	0	2
H4-16	134	94	193	262	12	4	8	16	22	9
H4C1	158	44	68	207	4	0	4	10	7	2
H4C11	184	159	250	541	38	39	36	65	77	20
H4C12	194	123	270	534	36	10	52	62	56	17
H4C13	2	6	16	2	0	0	0	0	0	0
H4C14	0	0	0	0	0	0	0	0	0	0
H4C15	0	0	0	0	0	0	0	0	0	0
H4C2	228	124	288	433	17	13	15	44	34	8
H4C3	222	224	563	830	115	133	96	132	154	56
H4C4	260	336	337	573	3	8	4	11	20	2
H4C5	478	422	694	848	71	74	43	194	168	36
H4C6	0	0	0	0	0	0	2	2	0	0
H4C7	0	0	0	24	0	0	0	0	0	0
H4C8	344	240	449	858	103	66	57	104	117	16
H4C9	4	6	16	48	8	13	5	7	6	2
H6PD	4	28	20	12	841	776	560	957	940	405
HAAO	0	0	14	0	32	25	28	33	39	8
HABP2	0	0	0	0	0	0	0	0	0	0
HABP4	12	14	34	28	138	113	128	350	327	200
HACD1	4	0	26	16	94	124	130	125	135	100
HACD2	34	8	42	6	598	710	663	700	580	454
HACD3	88	190	96	271	3127	3392	2903	3349	3524	1698
HACD4	0	0	0	0	25	22	24	17	22	17
HACE1	2	0	36	12	389	421	336	337	329	173
HACL1	0	20	10	30	277	243	240	268	249	131
HADH	15	24	91	96	501	501	466	597	567	291
HADHA	54	124	94	245	1065	939	995	1215	1090	571
HADHB	40	16	30	56	422	441	498	478	430	348
HAGH	40	10	32	186	458	458	427	552	669	258
HAGHL	0	0	50	0	178	228	161	322	348	117
HAGLR	0	0	0	0	359	311	280	218	300	197
HAGLROS	8	2	0	0	26	56	25	33	37	16
HAL	0	0	0	0	10	9	8	19	14	6
HAMP	0	0	0	0	0	0	0	0	0	0
HAND1	2	0	0	4	42	58	57	86	95	52
HAND2	0	34	0	20	162	141	113	297	303	161
HAND2-AS1	0	0	0	0	12	14	4	16	22	10
HAO1	0	0	0	0	0	0	0	0	0	0
HAO2	0	0	0	0	4	2	0	1	0	0
HAO2-IT1	0	0	0	0	0	0	0	0	0	0
HAP1	0	12	6	10	192	151	114	204	197	73
HAPLN1	0	0	0	0	0	0	0	0	0	1
HAPLN2	0	2	20	10	61	50	17	54	55	26
HAPLN3	0	0	0	68	254	290	190	311	333	118
HAPLN4	0	0	0	0	19	27	2	11	29	5
HAR1A	0	0	0	0	0	0	0	0	0	0
HAR1B	0	0	0	0	0	0	0	0	0	0
HARBI1	0	0	12	0	65	46	63	54	42	13
HARS1	14	50	125	84	1017	912	1026	1712	1671	615
HARS2	4	2	26	48	540	572	360	645	670	301
HAS1	0	0	0	1	0	2	2	4	0	0
HAS2	0	10	0	0	156	184	73	222	237	136
HAS2-AS1	0	0	0	0	23	19	15	34	19	15
HAS3	0	2	0	0	85	74	113	121	123	48
HASPIN	38	8	26	18	322	372	309	568	435	173
HAT1	12	2	32	90	1487	1298	1490	1090	1031	725
HAUS1	72	58	50	66	444	429	363	507	539	94
HAUS2	10	22	2	0	386	321	350	263	260	192
HAUS3	0	0	26	32	528	492	292	389	333	221
HAUS4	12	10	24	26	223	245	212	352	351	148
HAUS5	46	46	74	166	2589	2405	1838	2729	2819	1024
HAUS6	10	10	50	56	865	848	881	754	702	548
HAUS7	0	26	22	4	346	335	403	746	959	228
HAUS8	22	18	0	150	253	258	282	408	384	154
HAVCR1	0	0	0	0	0	0	0	0	0	0
HAVCR1P1	0	0	0	0	8	6	0	0	2	0
HAVCR2	0	0	0	0	9	0	0	2	4	0
HAX1	4	28	58	100	473	565	471	606	732	312
HBA1	0	0	0	0	20	13	20	28	32	10
HBA2	0	0	0	0	9	13	9	20	6	7
HBB	0	0	0	0	0	0	2	0	0	1
HBBP1	0	0	0	0	0	0	0	0	0	0
HBD	0	0	0	0	0	0	0	0	0	0
HBE1	0	0	0	0	0	1	0	0	1	0
HBEGF	6	12	14	1	169	178	131	158	191	76
HBG1	0	0	0	0	0	0	0	0	0	0
HBG2	0	0	0	0	0	0	0	0	0	0
HBM	0	0	1	0	0	0	0	0	0	0
HBP1	0	4	0	52	331	321	267	287	243	137
HBQ1	4	2	0	10	26	26	21	59	90	37
HBS1L	46	11	62	191	1831	1654	1501	1670	1736	943
HBZ	0	0	0	0	16	22	12	28	29	3
HCAR1	0	0	0	0	2	0	0	4	2	0
HCAR2	0	0	0	0	8	0	0	1	0	0
HCAR3	0	0	0	0	0	0	2	3	1	0
HCCAT5	0	0	0	0	0	0	2	0	0	0
HCCS	20	8	32	137	406	312	319	652	688	251
HCFC1	145	219	301	486	2483	2533	2186	4332	4711	1782
HCFC1-AS1	0	0	0	4	0	1	0	5	2	1
HCFC1R1	44	46	36	76	233	213	231	289	346	138
HCFC2	0	2	24	8	436	399	267	270	238	160
HCG11	0	12	0	10	673	729	621	520	552	272
HCG14	0	0	0	0	16	6	4	3	14	6
HCG15	0	0	0	0	28	36	27	43	44	22
HCG17	0	0	0	0	16	11	13	18	19	12
HCG18	6	4	0	0	699	601	440	622	610	346
HCG20	0	0	0	0	5	4	5	10	17	4
HCG21	0	0	0	0	2	0	1	0	1	0
HCG22	0	0	0	0	0	0	0	0	0	0
HCG23	0	0	0	0	4	2	0	0	4	5
HCG24	0	0	0	0	0	0	0	1	0	0
HCG25	0	0	0	0	16	20	22	23	17	13
HCG26	0	0	0	0	10	26	6	16	10	0
HCG27	0	0	4	0	22	19	11	28	16	8
HCG4	0	0	0	0	2	8	6	4	11	5
HCG4B	0	0	0	0	2	1	0	9	0	0
HCG9	0	0	0	0	5	0	2	0	6	2
HCK	0	0	0	0	5	0	0	0	3	2
HCLS1	0	0	0	0	6	1	1	2	1	1
HCN1	31	5	26	20	0	0	0	0	0	0
HCN2	48	18	18	26	167	218	187	261	424	92
HCN3	6	18	0	44	208	194	125	251	235	62
HCN4	0	0	0	0	24	39	29	41	52	15
HCP5	0	0	0	0	65	51	79	48	68	30
HCP5B	0	0	0	0	0	1	0	0	0	0
HCRT	0	0	0	0	0	4	2	2	10	0
HCRTR1	0	0	0	0	0	1	6	1	0	2
HCRTR2	0	0	0	0	0	0	0	0	0	0
HCST	0	0	0	0	3	5	0	8	9	0
HDAC1	36	18	140	280	988	847	883	1535	1450	954
HDAC10	2	6	14	52	262	325	196	446	488	172
HDAC11	0	0	0	0	107	117	145	171	149	66
HDAC11-AS1	0	0	0	0	0	0	0	0	2	0
HDAC2	152	122	188	312	2755	2683	2741	2659	2420	1735
HDAC2-AS2	10	0	0	4	0	0	5	5	8	2
HDAC3	6	4	40	30	767	665	734	796	825	318
HDAC4	0	3	0	44	202	164	151	213	247	134
HDAC4-AS1	0	0	0	0	17	22	22	26	22	18
HDAC5	49	64	16	138	524	429	449	745	853	297
HDAC6	20	10	20	80	624	611	449	585	752	280
HDAC7	18	43	64	8	643	586	466	630	643	246
HDAC8	46	36	36	44	431	421	376	552	486	272
HDAC9	0	2	2	10	142	160	100	108	120	88
HDC	0	0	0	0	1	0	0	0	0	0
HDDC2	44	6	110	183	1273	1263	1256	1614	1646	754
HDDC3	14	17	46	0	606	580	546	759	769	367
HDGF	123	131	265	422	8995	6835	5619	9896	9019	5796
HDGFL1	0	0	0	1	0	6	0	0	0	0
HDGFL2	32	87	179	264	569	653	557	1602	1831	525
HDGFL3	45	62	62	64	1767	1697	1672	1434	1538	792
HDHD2	12	8	8	14	827	852	829	644	728	558
HDHD3	2	0	4	26	252	240	222	332	302	150
HDHD5	42	22	66	109	376	364	337	641	628	297
HDHD5-AS1	0	0	0	0	14	14	4	6	6	2
HDLBP	264	196	364	374	6114	5706	5460	8208	7713	3358
HDX	0	0	0	0	2	3	2	2	0	0
HEAT2	0	0	0	0	0	0	0	0	0	0
HEATR1	80	100	183	218	2009	2012	1571	2731	2312	1257
HEATR3	0	16	32	10	693	535	632	574	530	323
HEATR4	0	0	0	0	49	18	18	31	35	22
HEATR5A	10	14	30	34	376	371	422	401	419	272
HEATR5B	50	16	4	48	891	767	678	888	715	372
HEATR6	32	26	40	110	552	537	494	574	639	311
HEATR9	0	0	0	0	17	20	3	5	7	1
HEBP1	17	12	36	54	351	465	368	437	462	283
HEBP2	84	110	52	132	1562	1442	1563	1534	1644	859
HECA	35	20	22	22	1263	1303	941	1098	1042	691
HECTD1	36	60	57	158	2479	2428	2274	2507	2364	1628
HECTD2	6	4	0	0	411	402	353	275	240	182
HECTD2-AS1	0	0	0	0	0	0	1	0	0	0
HECTD3	8	24	10	8	468	405	561	458	480	171
HECTD4	70	62	80	48	1274	1315	1056	1570	1639	633
HECW1	0	0	0	0	17	10	5	14	27	14
HECW1-IT1	0	0	0	0	0	0	0	0	0	1
HECW2	0	0	0	0	152	117	118	134	160	94
HECW2-AS1	0	0	0	0	3	0	4	4	2	0
HEG1	26	14	28	8	708	631	518	737	650	327
HEIH	0	0	20	0	39	53	25	78	72	31
HELB	2	2	10	18	111	126	64	131	108	45
HELLS	72	60	20	66	763	724	604	682	618	412
HELQ	0	10	0	14	206	135	135	126	155	39
HELT	0	0	0	0	13	29	10	31	23	8
HELZ	14	20	76	58	1535	1419	1066	1012	1117	559
HELZ2	0	4	46	19	135	120	165	195	215	95
HEMGN	0	0	0	0	2	0	0	0	0	0
HEMK1	0	0	0	24	260	293	160	493	451	206
HENMT1	0	0	0	0	0	0	0	0	3	0
HEPACAM	0	0	0	0	6	0	0	0	0	0
HEPACAM2	0	0	0	0	0	3	0	0	1	0
HEPH	0	0	0	0	0	0	0	0	1	0
HEPHL1	0	0	0	0	4	0	1	0	1	0
HEPN1	0	0	0	0	0	0	0	0	0	0
HERC1	24	26	26	24	847	803	616	909	888	461
HERC2	67	20	58	70	2350	2125	1777	2918	2730	988
HERC2P10	0	0	0	0	3	2	1	1	1	0
HERC2P11	0	0	0	0	49	32	24	40	34	11
HERC2P2	0	0	4	0	708	548	413	616	525	235
HERC2P3	10	4	0	0	184	149	101	195	167	74
HERC2P4	0	0	0	0	0	0	0	0	0	0
HERC2P7	0	0	0	0	6	7	5	4	9	2
HERC2P9	6	0	6	4	338	335	205	325	259	89
HERC3	8	18	2	4	294	257	242	236	228	137
HERC4	0	22	4	0	508	513	357	477	371	296
HERC5	10	10	16	30	253	246	255	264	257	162
HERC6	0	0	10	0	98	135	112	132	94	56
HERPUD1	10	4	18	116	345	366	295	378	448	147
HERPUD2	16	4	26	66	462	402	454	473	508	308
HES1	80	48	80	144	1979	2021	1733	1939	1877	1310
HES2	0	0	0	0	6	3	14	26	15	18
HES3	0	0	0	0	0	0	0	1	0	0
HES4	159	133	242	383	1608	1960	1696	3511	4478	1410
HES5	0	0	0	0	0	0	0	4	0	0
HES6	0	0	8	20	283	361	286	374	461	180
HES7	0	0	6	0	218	180	97	223	369	63
HESX1	0	0	0	0	9	12	12	24	27	11
HEXA	8	17	84	38	866	926	741	1322	1401	485
HEXA-AS1	0	0	0	0	20	14	8	16	16	4
HEXB	54	28	67	100	797	970	774	1173	1132	543
HEXD	2	14	20	0	291	301	205	414	411	147
HEXIM1	0	18	0	63	2331	1955	2075	2813	3152	933
HEXIM2	34	2	28	4	60	55	28	84	80	23
HEY1	6	8	78	64	637	814	797	854	728	630
HEY2	10	4	0	34	277	257	222	322	278	157
HEYL	0	0	0	0	103	63	120	157	121	65
HFE	0	0	0	0	18	6	11	11	23	7
HFM1	0	0	0	0	122	65	39	52	45	36
HGC6.3	0	0	0	0	0	0	0	0	0	0
HGD	0	0	0	0	4	0	1	2	6	2
HGF	0	0	0	0	14	3	2	5	7	4
HGFAC	0	0	0	0	0	0	0	5	0	2
HGH1	2	17	18	30	202	234	271	543	659	215
HGS	60	104	256	302	1028	964	722	1716	1910	590
HGSNAT	0	2	10	0	308	397	346	360	265	146
HHAT	0	0	0	34	458	497	319	484	582	268
HHATL	0	0	0	0	2	1	0	3	4	2
HHATL-AS1	0	0	0	0	0	0	0	0	0	0
HHEX	6	16	6	16	221	180	135	191	182	117
HHIP	0	0	28	0	216	225	101	180	193	78
HHIP-AS1	0	0	0	0	20	26	21	15	11	21
HHIPL1	5	4	2	7	0	3	0	13	16	2
HHIPL2	0	0	0	0	18	13	3	14	9	4
HHLA1	0	0	0	0	0	4	0	0	0	0
HHLA2	0	0	0	0	0	0	0	0	0	0
HHLA3	0	0	38	10	80	93	78	174	125	55
HIBADH	26	12	30	44	435	368	471	375	323	236
HIBCH	6	22	52	4	253	232	265	235	259	159
HIC1	6	6	12	2	51	74	39	110	132	50
HIC2	6	18	20	22	1107	1228	962	1492	1547	610
HID1	38	42	10	108	362	347	361	371	365	140
HID1-AS1	0	0	0	0	1	0	2	0	2	0
HIF1A	54	57	28	42	890	747	870	604	541	396
HIF1A-AS1	0	0	0	0	0	1	1	2	2	0
HIF1A-AS2	0	0	0	0	5	5	2	9	2	0
HIF1A-AS3	0	10	0	0	5	8	2	8	2	0
HIF1AN	6	12	4	60	2565	2291	1952	2557	2825	1126
HIF3A	0	0	0	0	2	1	0	2	0	0
HIGD1A	18	2	16	22	570	627	721	485	431	418
HIGD1B	0	0	0	0	3	5	9	10	10	4
HIGD1C	0	0	0	0	0	0	0	1	2	1
HIGD2A	2	0	4	6	385	489	425	546	679	234
HIGD2B	0	0	0	0	0	0	2	3	2	2
HIKESHI	0	4	0	0	319	237	230	308	297	240
HILPDA	14	18	2	48	1450	1671	421	1177	1720	289
HINFP	0	4	18	12	352	258	220	375	377	104
HINT1	158	96	168	324	3825	4339	3603	3449	3946	1901
HINT2	6	14	8	12	300	278	256	470	532	128
HINT3	475	324	182	356	1081	1009	1154	908	839	680
HIP1	8	16	23	55	949	896	864	971	904	493
HIP1R	34	14	20	58	621	759	508	988	1133	366
HIPK1	16	26	24	34	1433	1434	1300	1665	1323	984
HIPK1-AS1	0	0	0	0	0	2	3	13	7	4
HIPK2	13	12	32	40	1227	1304	1123	1054	1112	490
HIPK3	20	26	26	13	793	655	776	515	514	378
HIPK4	0	0	0	0	2	4	2	5	4	6
HIRA	14	21	10	24	891	897	805	974	1008	363
HIRIP3	36	59	78	22	1861	1759	1247	2660	3033	851
HIVEP1	4	12	0	10	448	440	308	429	369	220
HIVEP2	2	6	11	22	856	779	553	878	811	406
HIVEP3	8	0	0	2	112	95	98	90	146	70
HJURP	32	46	4	75	666	584	502	699	644	311
HJV	0	0	0	0	2	1	0	0	0	0
HK1	38	110	193	238	1492	1412	1437	1604	1777	723
HK2	30	44	66	156	1763	1650	960	1266	1515	457
HK3	0	0	0	0	0	0	1	4	1	0
HKDC1	0	0	0	0	0	0	2	3	3	0
HLA-A	76	72	158	366	2326	2318	2653	3357	4182	1561
HLA-B	56	88	90	203	915	991	993	1172	1367	505
HLA-C	128	186	287	798	3588	3919	3462	5711	7002	2238
HLA-DMA	0	0	0	2	53	36	42	33	43	16
HLA-DMB	6	8	8	0	110	134	156	136	130	57
HLA-DOA	4	0	14	0	116	142	117	139	131	38
HLA-DOB	0	0	0	0	59	36	12	39	38	15
HLA-DPA1	2	6	0	46	81	108	85	71	100	47
HLA-DPB1	12	0	18	0	111	146	171	162	158	105
HLA-DPB2	0	0	0	0	0	0	7	0	0	0
HLA-DQA1	0	0	0	0	24	45	22	55	52	17
HLA-DQA2	0	0	0	0	0	0	2	1	0	1
HLA-DQB1	0	8	12	0	396	372	290	414	532	200
HLA-DQB1-AS1	0	0	0	0	20	25	19	14	13	6
HLA-DQB2	0	0	0	6	0	1	0	0	0	1
HLA-DRA	0	0	0	0	2	2	2	2	0	0
HLA-DRB1	0	0	40	44	275	265	268	286	354	137
HLA-DRB3	0	0	0	2	5	9	1	5	4	2
HLA-DRB4	0	0	0	4	0	0	0	0	0	0
HLA-DRB5	16	0	8	10	180	146	172	258	322	122
HLA-DRB6	0	0	0	0	0	0	0	0	0	0
HLA-E	48	10	78	108	1175	1155	824	1344	1561	594
HLA-F	6	2	20	22	283	295	203	380	440	145
HLA-F-AS1	2	0	0	0	96	117	79	98	92	30
HLA-G	0	4	18	38	1	1	0	3	1	2
HLA-H	18	22	72	98	71	90	87	93	155	31
HLA-J	0	10	0	0	52	42	25	90	88	23
HLA-L	6	0	2	14	135	133	88	135	144	66
HLA-V	0	0	0	0	0	0	0	0	1	0
HLCS	20	5	22	42	1081	1036	894	1007	951	443
HLF	1	0	0	0	67	31	14	44	45	10
HLTF	27	4	42	56	393	342	341	233	206	237
HLTF-AS1	0	0	0	0	0	0	0	0	0	0
HLX	0	26	8	28	75	67	111	115	127	76
HLX-AS1	0	0	0	0	0	6	0	0	1	0
HM13	60	32	36	155	794	794	722	1048	1455	384
HM13-AS1	0	0	0	0	54	52	16	44	28	7
HMBOX1	12	18	2	28	249	240	122	211	188	86
HMBS	10	22	16	62	161	235	231	295	330	193
HMCES	2	14	0	52	841	875	1024	1175	1328	460
HMCN1	12	6	12	96	238	283	148	214	229	133
HMCN2	0	1	0	0	0	4	8	3	1	3
HMG20A	36	22	24	62	1301	1195	873	1401	1290	699
HMG20B	18	22	20	80	502	554	520	1000	988	396
HMGA1	175	181	270	384	3913	4849	4768	6388	8220	3587
HMGA1P7	0	0	0	0	0	0	0	0	0	0
HMGA2	166	42	158	204	1109	1434	1457	1366	1659	1164
HMGA2-AS1	0	0	0	0	5	2	12	14	6	0
HMGB1	18	9	52	125	6497	6857	7745	6467	5821	4345
HMGB2	96	48	202	475	3844	3826	3600	4060	3962	2266
HMGB3	36	54	97	65	1630	1790	2173	1892	1874	1270
HMGB3P1	0	0	0	0	0	0	0	0	0	0
HMGB4	0	0	0	0	0	0	0	0	0	0
HMGCL	0	8	0	0	328	319	205	452	427	149
HMGCLL1	12	0	0	0	58	68	45	60	62	37
HMGCR	58	92	104	165	1541	1382	1175	1374	1251	810
HMGCS1	30	7	62	130	3671	3989	3482	3583	3658	2977
HMGCS2	0	0	0	0	0	6	0	0	0	0
HMGN1	387	174	224	356	4222	4719	4076	3927	4081	2635
HMGN2	246	190	392	430	2495	2697	2929	2847	2450	1535
HMGN2P46	0	0	2	0	5	14	2	7	17	11
HMGN3	0	4	0	32	1147	1189	887	970	837	613
HMGN3-AS1	0	0	0	0	46	31	27	31	33	23
HMGN4	58	62	60	64	1139	1148	1082	1076	883	704
HMGN5	0	0	22	4	1382	1429	849	1021	1035	421
HMGXB3	46	30	42	50	1285	1174	941	1715	1812	506
HMGXB4	22	26	12	42	785	597	655	893	753	476
HMHB1	0	0	0	0	0	0	0	0	0	0
HMMR	0	0	8	22	705	769	587	697	593	517
HMMR-AS1	0	0	0	0	2	4	1	1	0	1
HMOX1	12	27	18	48	224	220	194	373	435	109
HMOX2	18	10	8	131	330	335	437	508	592	230
HMSD	1	0	0	0	85	57	49	50	52	36
HMX1	20	20	12	8	106	76	73	104	162	53
HMX2	0	0	0	0	23	28	17	16	40	8
HMX3	0	18	0	6	96	111	94	126	90	57
HNF1A	0	0	38	0	6	0	0	10	6	1
HNF1A-AS1	0	0	0	0	0	0	0	0	0	0
HNF1B	0	0	0	0	19	25	59	16	14	32
HNF4A	0	0	0	1	0	0	0	0	0	0
HNF4A-AS1	0	0	0	0	0	0	0	0	0	0
HNF4G	0	0	0	0	17	9	11	12	15	7
HNMT	0	0	0	8	99	112	118	75	79	83
HNRNPA0	167	120	369	457	5494	5711	6582	6540	7318	3343
HNRNPA1	28	46	68	279	10916	11458	8448	11682	12447	6403
HNRNPA1L2	16	8	18	62	5192	5106	5927	7709	7476	4520
HNRNPA1P10	55	32	127	159	11299	11789	11404	15876	17071	7386
HNRNPA1P33	0	0	10	55	10	1	0	3	4	0
HNRNPA2B1	551	349	914	1910	46856	43986	46113	50352	52870	23946
HNRNPA3	26	8	114	180	6074	6125	5897	5251	5102	3748
HNRNPA3P1	14	4	42	54	279	288	407	442	396	262
HNRNPAB	322	334	539	763	8069	7344	9501	11913	11845	4098
HNRNPC	206	176	296	516	4940	5165	4893	5277	5743	3867
HNRNPCL1	2	0	34	62	2	7	4	7	15	9
HNRNPCL2	0	0	0	0	0	0	0	0	0	0
HNRNPCL3	0	0	0	0	0	0	0	0	0	0
HNRNPCL4	0	0	0	0	0	0	0	0	0	0
HNRNPD	257	244	431	644	5764	6158	6280	9409	11496	3249
HNRNPDL	68	46	130	128	5091	4960	3764	4324	4187	3113
HNRNPF	158	86	222	536	6003	5680	6260	6424	6090	2855
HNRNPH1	568	370	844	1224	13049	13808	10604	11611	10797	6702
HNRNPH2	8	2	0	12	16	17	23	35	20	10
HNRNPH3	120	76	232	442	6402	5838	4899	7217	7433	3654
HNRNPK	180	140	288	639	8294	8168	9284	5858	5382	3939
HNRNPKP3	0	2	4	20	35	11	42	25	18	35
HNRNPL	288	328	724	1197	4798	4573	3214	6304	7681	1229
HNRNPLL	25	11	38	51	457	544	537	682	709	306
HNRNPM	238	179	460	567	4181	3986	5537	7175	6817	2923
HNRNPR	54	84	268	312	4204	3693	4441	4699	4346	2535
HNRNPU	589	446	1057	1554	12383	12283	13501	17437	20083	8982
HNRNPUL1	262	348	353	672	7491	7527	8008	9225	10536	4320
HNRNPUL2	10	4	4	40	1681	1757	1585	1652	1674	626
HNRNPUL2-BSCL2	0	0	0	0	0	0	0	0	0	0
HOGA1	0	8	2	0	103	75	67	86	92	33
HOMER1	14	26	72	49	466	467	454	652	643	428
HOMER2	46	4	48	70	549	538	383	647	698	276
HOMER3	10	8	2	44	114	144	157	176	212	63
HOMER3-AS1	0	0	0	0	8	1	1	5	8	2
HOMEZ	0	20	16	40	271	278	271	342	335	191
HOOK1	58	42	62	104	1166	1152	892	656	551	466
HOOK2	0	6	28	55	301	332	178	422	501	118
HOOK3	40	2	40	38	767	661	546	558	570	379
HOPX	2	0	0	0	17	10	26	11	22	25
HORMAD1	0	0	0	0	2	0	0	0	0	0
HORMAD2	0	0	0	0	3	0	0	0	0	0
HORMAD2-AS1	0	0	0	0	3	1	3	0	1	0
HOTAIR	0	0	0	0	237	206	120	195	208	87
HOTAIRM1	8	18	10	50	366	421	433	657	648	404
HOTS	0	0	0	0	10	6	2	10	2	1
HOTTIP	0	0	0	0	38	44	33	45	46	30
HOXA-AS2	0	10	0	4	28	36	29	20	20	16
HOXA-AS3	0	0	0	0	39	43	73	60	54	38
HOXA1	0	0	0	32	84	88	117	230	158	135
HOXA10	36	42	26	50	730	780	972	794	910	593
HOXA10-AS	0	6	0	0	173	208	142	279	249	96
HOXA10-HOXA9	0	0	0	0	20	32	61	27	21	27
HOXA11	2	6	34	46	475	513	546	779	908	453
HOXA11-AS	0	8	0	0	282	238	196	386	445	165
HOXA13	36	0	46	14	638	682	535	525	732	496
HOXA2	0	8	0	0	70	53	67	43	62	19
HOXA3	6	0	0	8	367	412	420	398	405	259
HOXA4	18	32	10	32	158	184	162	287	327	131
HOXA5	10	2	10	28	421	413	522	427	381	302
HOXA6	0	6	0	0	42	53	85	56	88	31
HOXA7	0	0	16	0	110	126	141	116	113	53
HOXA9	12	14	22	18	106	141	166	291	293	90
HOXB-AS1	12	0	10	0	164	165	97	181	148	66
HOXB-AS3	16	2	2	0	262	225	204	218	243	91
HOXB1	1	0	0	0	2	0	3	0	2	0
HOXB13	0	0	0	0	120	75	111	164	154	65
HOXB2	2	4	10	38	571	583	725	787	904	495
HOXB3	0	12	20	0	833	782	587	876	905	327
HOXB4	42	32	2	71	497	505	382	627	672	263
HOXB5	0	0	0	0	165	170	160	177	253	115
HOXB6	14	14	4	18	396	382	253	418	503	246
HOXB7	6	0	14	64	374	341	402	488	475	325
HOXB8	2	0	4	18	171	212	123	172	170	68
HOXB9	22	12	44	55	1139	991	813	1446	1583	660
HOXC-AS1	0	14	30	10	107	132	84	171	188	87
HOXC-AS2	0	0	2	0	72	43	18	45	63	34
HOXC-AS3	0	0	0	0	8	10	4	4	18	8
HOXC10	10	0	4	14	160	183	196	282	285	143
HOXC11	0	0	0	24	101	132	115	181	167	61
HOXC12	0	0	0	0	6	2	5	6	8	4
HOXC13	2	0	12	63	276	198	226	343	394	169
HOXC13-AS	0	0	0	0	67	40	21	61	63	27
HOXC4	4	2	40	35	910	938	860	1183	1031	623
HOXC5	0	8	10	0	61	82	43	76	70	24
HOXC6	13	2	10	14	263	269	157	278	315	129
HOXC8	2	9	12	12	249	244	254	416	381	187
HOXC9	0	0	6	10	240	300	253	326	307	190
HOXD-AS2	0	0	0	0	3	4	6	15	12	2
HOXD1	0	0	0	22	52	46	104	81	72	40
HOXD10	38	4	17	0	1460	1608	980	1462	1432	674
HOXD11	20	34	42	26	997	1083	844	1209	1376	651
HOXD12	0	0	0	0	29	9	4	24	24	6
HOXD13	8	2	28	26	487	462	506	829	915	460
HOXD3	8	0	0	0	154	107	97	130	142	62
HOXD4	34	10	18	8	357	358	386	471	440	199
HOXD8	6	0	0	78	343	274	276	355	356	189
