,Riboseq_control_1,Riboseq_control_2,RNAseq_control_1,RNAseq_control_2,RNAseq_control_3,Riboseq_sample_1,Riboseq_sample_2,RNAseq_sample_1,RNAseq_sample_2,RNAseq_sample_3
PRSS53,0,0,7.26977539608032,8.14875956815761,5.78492125565187,0,0,4.23862866113805,5.94796810439279,3.77703689567016
PRTFDC1,0,0,6.19844007455269,2.84085195954118,4.4626535400743,4.13129105255312,0,9.64964397322918,7.34202312885985,8.81308608989704
PRTG,9.87073937760382,3.74683275543642,42.2412212488035,29.8289455751824,56.3616613764939,6.19693657882968,7.71105360256293,57.4469458967008,63.5689091156979,39.9736404791759
PRUNE1,16.4512322960064,6.86919338496677,36.501924883477,39.6971681714834,46.4446535096621,8.26258210510624,14.3205281190454,39.5905953668001,44.2380127764214,40.3933112453615
PRUNE2,0,0.62447212590607,14.9221705498491,11.4381671002579,23.4702519515019,0,0,16.9545146445522,15.4275422707688,22.5573036824746
PRX,0.658049291840255,0.62447212590607,26.0946674743515,29.1561122163437,24.461952738185,0,0,12.9864367490187,18.0297783164406,11.9606168362888
PRXL2A,0,3.12236062953035,53.0310984156175,59.5083726261785,78.0137952190766,9.63967912262395,5.5078954304021,79.8124758533442,100.000213755104,103.868514630929
PRXL2B,0.658049291840255,0,24.1050447343716,23.0258527247022,19.8340157336635,2.06564552627656,2.75394771520105,15.5115772279946,17.565093308285,27.1736821105159
PRXL2C,0,0,12.0907843429546,12.9333523421217,17.68533069585,0,4.40631634432168,17.675983352831,19.7955813474322,22.662221374021
PSAP,24.3478237980894,39.3417439320824,594.591103447833,704.232248917841,494.362842161564,87.7899348667538,164.410678597503,499.526896894546,556.971450775406,625.414359308051
PSAT1,36.8507603430543,9.99155401449712,74.9169485553961,64.2929654001426,118.342960544193,29.6075858766307,41.3092157280157,93.6105648991766,110.966779947578,116.35371992495
PSD,0,0.312236062953035,5.35667660763813,4.26127793931178,1.65283464447196,0.344274254379427,0.275394771520105,3.69752712992894,5.66915709949938,1.99343613938147
PSD3,1.97414787552076,4.37130488134249,53.0310984156175,47.9954462638274,79.6666298635486,7.57403359634739,5.5078954304021,70.794116999859,64.4982791320093,57.3899772758772
PSD4,0,0,3.36705386765825,4.1117594151254,1.81811810891916,0,2.20315817216084,3.06624201018497,3.81041706687663,3.35736612948459
PSEN1,1.97414787552076,1.24894425181214,77.2126671015268,67.5823729322429,146.606432964663,14.4595186839359,17.6252653772867,82.33761633232,80.7622544174583,92.8521570185582
PSEN2,5.26439433472204,1.87341637771821,57.6225355078788,59.8821689366444,46.2793700452149,15.8366157014536,19.2776340064073,39.5004117782653,33.6431945904717,52.4588457731967
PSENEN,44.7473518451373,41.2151603098006,109.964918359657,129.782078993776,117.847110150851,50.9525896481552,30.8442144102517,136.537953041766,162.360941849597,176.996145638766
PSIP1,36.8507603430543,30.9113702323505,71.5498946877379,69.1523174361999,94.2115747349019,27.5419403503541,40.7584261849755,118.140500980656,110.873842945947,117.193061457321
PSKH1,0.658049291840255,0.62447212590607,46.4500385833764,54.0509464933757,40.1638818606687,0,3.85552680128147,28.678381154083,29.5539665187017,39.1342989468047
PSMA1,5.26439433472204,1.24894425181214,53.8728618825321,44.9303165180066,80.4930471857846,13.0824216664182,27.8148719235306,69.531546760371,68.7733812070416,82.5702232470116
PSMA2,25.0058730899297,8.11813763677891,42.0116493941905,32.81931605891,70.2454723900584,31.6732314029073,64.9931660787447,52.3966649387491,61.4313580781818,77.9538448189703
PSMA3,11.1868379612843,11.8649703922153,61.7548288909139,48.7430388847593,79.5013463991014,38.5587164904958,33.0473725824126,77.9186204941123,65.1488381434273,95.475099307218
PSMA3-AS1,0.658049291840255,0,51.3475714817884,50.0887056024367,62.311866096593,2.06564552627656,0,79.1811907336002,76.9518373505817,65.2588041418567
PSMA4,29.6122181328115,16.8607473994639,325.456365889785,284.234714478305,388.581424915358,30.640408639769,44.8893477577771,341.254699015881,343.030473020528,406.346219359182
PSMA5,17.7673308796869,24.9788850362428,148.992133643878,144.434894364041,123.136181013161,90.8884031561686,61.6884288205035,124.633719355166,112.639645976938,144.891332025569
PSMA6,7.2385422102428,8.74260976268498,26.5538111835776,28.0347232849459,42.147283434035,22.0335522802833,22.5823712646486,28.4078303884784,34.4796276051519,38.2949574144336
PSMA7,28.2961195491309,21.2320522808064,135.217822367094,133.14624578797,108.756519606255,68.8548508758853,78.2121151117097,88.3799167641551,96.1897966882271,122.334028343095
PSMB1,27.6380702572907,14.3628588958396,168.888361043676,165.816043322693,233.049684870547,33.7388769291838,72.9796144528278,162.150092185664,164.963177895269,203.33048621691
PSMB10,0,1.24894425181214,13.468215470633,11.4381671002579,13.2226771557757,0,0,9.28890961908977,7.43496013049099,13.1147114432992
PSMB2,45.4054011369776,32.4725505471156,129.172430195617,132.622930953317,183.629929000835,37.8701679817369,94.1850118598758,147.089432900344,151.394375657123,185.284643270931
PSMB3,1.31609858368051,9.67931795154409,59.9182540540094,65.4891135936336,55.0393936609163,11.0167761401417,102.997644548519,56.2745592457478,44.7956347862082,69.1407587290733
PSMB4,55.9341898064216,26.2278292880549,220.465504380078,208.204544929532,215.860204568038,131.512765172941,135.769622359412,161.428623477385,164.777303892006,210.884560008251
PSMB5,10.5287886694441,5.62024913315463,188.325444734249,191.234192434378,207.100180952337,52.6739609200523,72.9796144528278,134.914648448139,126.487259219978,201.127214694436
PSMB6,14.4770844204856,25.6033571621489,218.781977446249,231.977990275166,168.258566807246,52.3296866656729,34.148951668493,151.869163092691,164.684366890375,214.871432287014
PSMB7,11.8448872531246,8.11813763677891,41.4759817334267,33.3426308935623,32.8914094249921,8.95113061386509,5.5078954304021,32.6464590496165,29.9257145252262,47.9473850367018
PSMC1,1.31609858368051,1.87341637771821,4.43838918918588,4.33603720140497,5.12378739786308,4.13129105255312,3.30473725824126,6.67358555157906,6.59852711581075,4.30162535340213
PSMC2,13.1609858368051,12.4894425181214,65.5810264677983,58.6112614810602,72.8900078212135,34.4274254379427,44.3385582147369,72.9585231246954,85.1302934941218,77.8489271274239
PSMC3,14.4770844204856,19.3586359030882,103.613430382029,100.32692972906,77.6832282901822,53.7067836831906,55.078954304021,69.1708124062316,62.0819170895997,75.3309025303105
PSMC3IP,15.1351337123259,12.4894425181214,56.4746762348134,52.5557612515119,30.9080078516257,8.95113061386509,15.1467124336058,48.6991378088202,39.962910701389,32.4195666878356
PSMC4,56.5922390982619,31.2236062953035,429.758511835653,395.401737210877,264.288259651067,107.413567366381,143.756070733495,313.207602981542,266.822131682995,315.172745405366
PSMC5,15.7931830041661,14.9873310217457,133.381247530189,130.305393828429,107.930102284019,47.5098471043609,51.7742170457797,135.095015625209,118.4946770797,134.924151328662
PSMC6,4.60634504288178,1.87341637771821,20.5084190121003,16.5217969225948,34.2136771405696,0,0,28.047096034339,30.9480215431687,25.1802459711344
PSMD1,19.0834294633674,16.2362752735578,127.259331407174,110.494189373733,114.045590468565,30.9846828941484,36.3521098406538,113.450954376844,115.334819024241,169.546989538972
PSMD10,2.63219716736102,14.3628588958396,113.331972227315,97.1122814590526,169.415551058376,11.7053246489005,17.6252653772867,129.142898781908,122.955653157995,143.317566652373
PSMD11,20.3995280470479,15.2995670846987,258.11528853662,239.528675746578,257.01578721539,60.2479945163997,29.1918457811311,257.474145267003,262.639966609594,295.55313708619
PSMD12,25.6639223817699,8.74260976268498,101.776855545124,105.036763240931,131.069787306627,29.6075858766307,40.7584261849755,119.222704043075,113.940763999774,155.278183488662
PSMD13,11.8448872531246,11.8649703922153,83.7937269337679,75.133058403655,75.0386928590271,28.230488859113,41.8600052710559,67.6376914011391,63.4759721140668,68.6161702713413
PSMD14,3.94829575104153,6.86919338496677,71.0142270269741,73.1145583271389,96.029692843821,13.7709701751771,33.5981621254528,65.0223673336284,72.6767352755494,96.8390292973211
PSMD2,25.6639223817699,31.8480784212096,137.360493010149,163.87230250827,93.2198739482187,63.0021885514351,52.8757961318601,109.573060069845,107.249299882332,132.93071518928
PSMD3,55.2761405145814,72.4387666051041,312.982961789142,371.179736292684,282.304157275811,131.512765172941,205.444499553998,211.480515114228,223.420551921254,254.949990457736
PSMD4,30.2702674246517,14.9873310217457,129.019382292541,164.09658029455,55.8658109831523,42.6900075430489,74.9073778534685,131.577855672349,138.847880436919,104.078350014022
PSMD5,9.21269008576357,0,34.8183979496479,30.8755752444871,48.2627716185813,2.06564552627656,7.16026405952272,38.8691266585213,38.1971076703974,43.4359243002069
PSMD6,15.1351337123259,8.74260976268498,95.5018915190341,85.6741143587947,96.5255432371626,18.590809736489,25.3363189798496,93.7909320762463,92.2864426197194,99.7767246606201
PSMD6-AS2,0,0,5.05058080148738,3.88748162884583,4.4626535400743,0,0,5.77174966623054,5.94796810439279,1.88851844783508
PSMD7,11.8448872531246,4.37130488134249,162.383825162973,161.853802431754,158.176275475967,55.7724292094671,64.7177713072246,129.774183901652,110.595031941053,147.094603548044
PSMD8,47.3795490124983,53.704602827922,206.997288909445,230.632323557488,176.026889636264,77.8059814897504,130.53712170053,181.359196543588,185.595192257381,225.468119133199
PSMD9,7.2385422102428,13.1139146440275,50.4292840633361,53.4528723966302,39.0068976095383,26.1648433328364,10.465001317764,37.3360056534288,35.1301866165699,51.8293396239183
PSME1,7.89659150208306,7.49366551087284,27.0129548928037,28.5580381195982,48.4280550830285,32.3617799116661,37.1782941552141,33.8188457005696,30.5762735366442,44.3801835241244
PSME2,8.55464079392331,1.24894425181214,14.2334549860099,14.1295005356127,10.2475747957262,14.4595186839359,7.16026405952272,11.8140500980656,13.1041172299904,10.9114399208249
PSME3,17.1092815878466,8.74260976268498,259.492719664299,235.566434855639,257.01578721539,29.6075858766307,31.3950039532919,199.846832193232,175.372122077956,298.280997066396
PSME3IP1,6.58049291840255,15.6118031476518,111.112777632722,114.1573932163,130.904503842179,18.590809736489,27.5394771520105,130.766203375536,121.933346140052,124.537299865569
PSME4,15.7931830041661,19.3586359030882,115.474642870371,129.707319731683,139.829810922328,20.6564552627656,19.8284235494475,125.806106006119,128.810684260756,122.858616800827
PSMF1,47.3795490124983,35.594911176646,178.071235228199,180.543617955052,152.556637684762,91.9212259193069,60.586849734423,156.468526107969,167.100728932785,147.933945080415
PSMG1,14.4770844204856,16.2362752735578,134.529106803255,135.987097747511,108.260669212914,27.5419403503541,45.1647425292972,126.347207537328,122.676842153101,142.792978194641
PSMG2,5.92244362656229,6.2447212590607,24.8702842497485,24.0724823940069,44.7918188651902,6.88548508758853,3.30473725824126,24.7103032585495,32.1562025643735,42.8064181509285
PSMG3,7.89659150208306,5.3080130702016,103.383858527416,101.523077922551,89.7489211948276,3.44274254379427,14.3205281190454,74.401460541253,68.5875072037793,83.19972939629
PSMG3-AS1,1.31609858368051,0,7.4228232991557,6.27977801582788,4.2973700756271,0,0,7.30487067132303,4.36803907666345,5.14096688577328
PSMG4,0.658049291840255,7.49366551087284,67.0349815470143,66.4609840008451,67.7662204233505,12.3938731576594,24.2347398937692,47.7973019234717,48.1413668449291,40.1834758622687
PSPC1,5.92244362656229,18.7341637771821,92.4409334575266,87.393577386938,80.6583306502318,16.5251642102125,17.0744758342465,83.1492686291337,67.1005151776811,112.57668302928
PSPH,0.658049291840255,4.99577700724856,57.6990594594164,55.1723354247735,52.5601416942084,4.81983956131197,8.26184314560314,47.6169347464019,42.2863357421675,45.6391958226811
PSRC1,0,9.99155401449712,45.9143709226125,48.2944833122001,34.3789606050168,7.57403359634739,3.30473725824126,47.4365675693322,40.7993437160693,41.9670766185574
PSTK,7.89659150208306,0,6.81063168685419,9.04587071327588,6.77662204233505,3.44274254379427,0,8.65762449934581,7.15614912559757,8.28849763216508
PSTPIP2,0.658049291840255,1.87341637771821,18.6718441751958,17.792704378179,39.6680314673271,0,16.5236862912063,28.4078303884784,27.6952264860789,30.9507190061861
PTAR1,3.29024645920127,0,94.2775082944311,78.5719844599417,139.168677064539,8.26258210510624,0,170.446982330871,185.409318254119,110.583246889899
PTBP1,37.1797849889744,54.9535470797342,487.763667101221,530.716001599549,580.310243674106,109.479212892658,222.518975388245,386.256309694772,425.000908459191,437.716609131553
PTBP2,0.658049291840255,0,29.5382452935474,21.1568711723725,33.0566928894392,0,0,55.7334577145386,56.3198229884692,48.262138111341
PTBP3,5.92244362656229,1.24894425181214,55.8624846225119,50.9858167475549,117.351259757509,0.688548508758853,16.5236862912063,87.4780808788066,96.0039226849648,107.120963068868
PTCD2,0,0.62447212590607,46.296990680301,34.0902235144942,38.3457637517495,4.13129105255312,3.30473725824126,47.6169347464019,49.8142328742896,33.2589082202067
PTCD3,9.87073937760382,7.49366551087284,103.001238769727,84.7022439515832,108.756519606255,10.3282276313828,34.148951668493,116.336829209959,106.505803869283,95.3701816156716
PTCH1,0,6.86919338496677,48.5927092264316,50.3877426508094,73.5511416790023,6.19693657882968,8.26184314560314,56.2745592457478,69.1451292135662,59.8030841814442
PTCH2,94.1010487331564,12.8016785810744,7.34629934761801,8.8963521890895,4.4626535400743,65.4121083320911,26.7132928374502,10.4612962700429,8.92195215658918,4.40654304494852
PTCHD1,1.31609858368051,7.49366551087284,58.9234426840194,54.6490205901212,81.6500314369149,1.37709701751771,8.26184314560314,80.533944561623,76.9518373505817,54.8719526787637
PTDSS1,0,9.99155401449712,130.014193662531,122.530430570737,117.185976293062,28.230488859113,2.20315817216084,121.296926579376,125.093204195511,120.655345278352
PTDSS2,4.60634504288178,11.8649703922153,30.2269608573866,36.0339643289171,26.4453543115514,2.75419403503541,20.930002635528,22.4557135451782,28.8104705056526,26.6490936527839
PTEN,14.4770844204856,18.7341637771821,81.574532339175,84.7022439515832,121.979196762031,28.230488859113,36.3521098406538,99.5626817424768,113.011393983463,125.691394472579
PTENP1,1.31609858368051,4.99577700724856,27.3955746504922,16.2975191363152,44.1306850074014,0.688548508758853,4.40631634432168,33.2777441693605,41.5428397291184,38.5047927975264
PTER,0.658049291840255,3.12236062953035,29.8443410996982,27.1376121398276,41.6514330406935,6.54121083320911,14.3205281190454,37.4261892419636,35.7807456279879,35.3572620511346
PTGDS,30.928316716492,8.11813763677891,0,0,0,2.40991978065599,14.0451333475253,0,0,0
PTGER2,2.96122181328115,0,7.04020354146726,8.29827809234399,11.7351259757509,0.344274254379427,0,6.58340196304421,8.92195215658918,9.65242762226819
PTGER3,0,0,2.06614669151756,1.42042597977059,3.14038582449673,0,0,2.79569124458042,4.08922807177004,4.30162535340213
PTGER4,0,4.99577700724856,12.1673082944923,11.2886485760715,19.1728818758748,7.22975934196796,0,9.10854244202007,10.130133177794,11.1212753039177
PTGES,0,0,7.95849095991951,10.0925003825805,9.75172440238458,0,0,9.10854244202007,9.10782615985146,13.4294645179384
PTGES2,0,5.62024913315463,52.1893349487029,68.5542433394544,48.2627716185813,3.44274254379427,9.36342223168356,32.8268262266862,38.6617926785531,54.8719526787637
PTGES3,57.9083376819424,81.4936124307421,242.504402422932,265.395380430821,366.433440679434,88.1342091211332,75.1827726249886,319.610637767516,357.90039328151,379.382372631759
PTGFRN,16.4512322960064,33.0970226730217,239.826064119113,232.576064371911,237.347054946174,35.460248201081,30.2934248672115,266.582687709023,298.141901232688,278.136800289489
PTGR1,1.97414787552076,1.24894425181214,15.3047903075375,18.2412599507381,22.3132677003715,0,1.65236862912063,18.0367177069704,17.8439043131784,17.7310898713405
PTGR2,2.63219716736102,8.11813763677891,29.0025776327836,25.8667046842434,39.6680314673271,5.50838807007083,0,40.5826148406835,39.8699736997579,33.8884143694851
PTHLH,0,0,1.76005088536681,2.91561122163437,3.14038582449673,0,1.92776340064073,2.52514047897586,2.41636204240957,3.04261305484541
PTK2,10.5287886694441,10.9282622033562,75.9882838769238,76.2544473350528,102.310464492814,8.95113061386509,23.1331608076888,82.5179835093897,87.5466555365313,86.5570955257746
PTK2B,5.26439433472204,0,6.42801192916576,7.25164842303934,4.4626535400743,0,0.275394771520105,4.59936301527746,5.29740909297483,2.93769536329902
PTK7,26.3219716736102,23.1054686585246,162.996016775275,177.029932636672,139.664527457881,24.0991978065599,38.0044784697745,199.395914250558,210.966993702682,171.33059029526
PTMA,96.0751966086772,94.9197631377226,977.363909039346,1150.91883992465,1047.73188113078,198.990519031309,256.117137513697,814.177437292645,908.923875952523,1016.96718415919
PTMS,101.997640235239,143.628588958396,304.871422926147,398.317348432511,242.140275415142,223.433991092248,173.498706057666,168.823677737243,191.264349356881,194.517400127013
PTN,0,1.24894425181214,0.994811369989939,1.79422229023654,3.47095275339112,0,0,1.98403894776675,0.743496013049099,4.40654304494852
PTOV1,48.6956475961788,39.9662160579885,80.1205772599589,102.644466853949,69.2537716033752,54.3953321919494,68.297903336986,59.8819027871418,73.6061052918608,80.0521986498982
PTOV1-AS1,2.63219716736102,0,24.7937602982108,20.3345192893474,24.1313858092907,9.63967912262395,0,29.309666273827,26.5799824665053,31.3703897723716
PTOV1-AS2,0,0,28.5434339235575,33.4173901556555,24.461952738185,0,0,29.9409513935709,28.6245965023903,27.0687644189695
PTP4A1,42.7732039696166,48.3965897577204,338.848057408881,294.850529695538,557.501125580393,186.596645873649,162.758309968382,417.6401985049,405.484138116652,404.038030145161
PTP4A2,15.1351337123259,18.109691651276,179.831286113566,195.121674063223,162.473645551594,59.9037202620203,75.4581673965087,155.205955868481,172.119327020866,192.838717062271
PTP4A3,0,0,15.916981919839,14.9518524186378,12.7268267624341,0,0,15.9624951706688,19.7026443458011,13.1147114432992
PTPA,13.1609858368051,6.86919338496677,92.9000771667527,106.980504055354,115.202574719696,6.19693657882968,17.6252653772867,70.0726482915801,69.7956882249841,114.779954551754
PTPDC1,0,0,19.9727513513365,17.5684265918994,18.8423149469804,1.37709701751771,0,22.2753463681085,21.1896363718993,19.9343613938147
PTPMT1,14.4770844204856,8.74260976268498,42.9299368126427,42.0894645584654,47.4363542963453,10.3282276313828,18.1760549203269,29.1292990967573,34.9443126133076,41.5474058523718
PTPN1,10.5287886694441,5.62024913315463,69.4072240446826,66.2367062145655,74.5428424656855,2.75419403503541,11.8419751753645,70.2530154686498,72.3049872690248,79.9472809583518
PTPN11,3.29024645920127,1.24894425181214,229.877950419214,210.52208205442,290.237763569277,18.590809736489,7.16026405952272,289.218768431271,289.591697082624,243.933632845365
PTPN12,9.87073937760382,1.24894425181214,40.8637901211252,34.5387790870533,50.2461731919477,21.000729517145,0.55078954304021,46.8052824495883,55.5763269754201,54.5571996041246
PTPN13,4.60634504288178,22.4809965326185,151.517424044621,127.464541868887,179.167275460761,8.26258210510624,14.8713176620857,169.815697211127,148.048643598402,151.501146592992
PTPN14,15.1351337123259,3.74683275543642,96.267131034411,92.7762442576476,112.227472359646,12.7381474120388,35.8013202976136,103.981677580685,102.695386802407,94.7406754663932
PTPN18,1.31609858368051,4.37130488134249,34.8949219011855,35.1368531837989,28.9246062782593,1.37709701751771,6.0586849734423,31.2937052215937,32.3420765676358,40.4982289369079
PTPN2,7.89659150208306,0.62447212590607,23.1102333643816,23.4744082972614,38.3457637517495,5.50838807007083,0,34.179580054709,35.1301866165699,23.8163159810313
PTPN21,3.94829575104153,2.18565244067124,31.833963839678,23.5491675593546,30.5774409227313,18.590809736489,4.40631634432168,28.7685647426178,24.7212424338825,25.9146698119592
PTPN23,12.5029365449648,21.8565244067125,43.6951763280196,49.4906315056912,26.114787382657,6.88548508758853,13.218949032965,33.2777441693605,31.784454557849,29.9015420907221
PTPN3,0,4.37130488134249,36.4254009319393,25.4181491116843,42.8084172918238,3.44274254379427,6.60947451648251,45.7230793871701,35.9666196312501,42.8064181509285
PTPN4,5.26439433472204,8.11813763677891,26.8599069897283,20.3345192893474,42.4778503629294,1.72137127189713,6.60947451648251,35.4421502941969,31.784454557849,37.0359451158769
PTPN6,0.658049291840255,1.87341637771821,10.2542095060501,10.7653337414192,6.61133857788785,3.44274254379427,0,10.4612962700429,9.57251116800714,11.5409460701033
PTPN9,6.58049291840255,2.49788850362428,85.8598736252855,77.2263177422643,86.773818834778,16.5251642102125,6.60947451648251,76.0247651348804,68.4945702021482,81.7308817146405
PTPRA,11.8448872531246,10.6160261404032,73.9986611369439,69.0027989120135,84.1292834036229,14.4595186839359,4.40631634432168,92.2578110711538,94.1451826523421,80.262034032991
PTPRB,0,0,4.97405684994969,4.41079646349815,7.60303936457103,0,0,5.41101531209113,8.36433014680236,5.03604919422688
PTPRD,3.94829575104153,0,42.3177452003412,41.7904275100927,71.4024566411888,0,18.1760549203269,55.6432741260038,48.1413668449291,52.9834342309287
PTPRE,6.58049291840255,0,4.59143709226125,2.39229638698205,3.80151968228551,0,5.5078954304021,7.66560502546243,5.85503110276165,8.28849763216508
PTPRF,74.0305453320287,96.1687073895348,434.043853121764,482.720555335722,389.738409166489,137.021153243012,132.740279872691,408.89239041702,422.584546416781,339.303814461036
PTPRG,19.7414787552076,18.109691651276,67.4176013047028,57.2655947633828,87.600236157014,28.9190373678718,28.6410562380909,81.5259640355064,86.5243485185888,69.0358410375269
PTPRJ,5.26439433472204,7.49366551087284,41.5525056849644,36.6320384256626,39.1721810739855,2.06564552627656,6.60947451648251,38.6887594814516,47.0261228253555,35.3572620511346
PTPRK,34.8766124675335,11.5527343292623,96.267131034411,89.4120774634541,98.8395117394234,33.3946026748044,8.81263268864335,118.501235334796,111.896149963889,84.1439886202075
PTPRM,31.5863660083322,7.49366551087284,63.3618318732053,68.1056877668952,57.5186456276243,4.13129105255312,22.5823712646486,77.7382533170426,72.1191132657626,59.8030841814442
PTPRR,0,0,4.74448499533663,3.73796310465945,5.78492125565187,0,0,3.60734354139409,1.95167703425388,2.72785998020623
PTPRS,10.5287886694441,13.7383867699335,68.0297929170043,73.1145583271389,58.8409133432019,17.2137127189713,11.2911856323243,86.3958778163884,82.3421834451877,67.2522402812382
PTPRU,20.3995280470479,18.7341637771821,78.3605263745921,84.7022439515832,65.2869684566425,10.3282276313828,32.7719778108925,68.0886093438134,72.8626092788117,57.3899772758772
PTRH2,3.94829575104153,4.37130488134249,80.350149114572,87.3188181248448,67.4356534944561,13.4266959207976,6.0586849734423,69.0806288176968,80.4834434125649,73.9669725402074
PTRHD1,1.31609858368051,0,34.5123021434971,38.0524644054332,26.4453543115514,0.688548508758853,7.71105360256293,30.5722365133149,32.7138245741603,35.462179742681
PTS,12.1739118990447,9.05484582563802,23.7989489282208,21.0073526481861,29.9163070649425,6.19693657882968,17.0744758342465,26.8747093833859,28.5316595007592,43.0162535340213
PTTG1,4.27732039696166,2.49788850362428,33.5174907735072,37.6786680949673,40.9902991829047,22.7221007890422,15.4221072051259,46.1739973298443,45.5391307992573,44.0654304494852
PTTG1IP,11.1868379612843,6.2447212590607,200.263181174128,211.344433937445,184.456346323071,9.29540486824452,54.5281647609807,172.521204867172,183.364704218234,212.458325381447
PTTG2,0.658049291840255,0.62447212590607,42.623841006492,40.9680756270676,82.1458818302565,0,3.30473725824126,44.0997747935427,50.4647918857076,58.0194834251555
PTTG3P,1.97414787552076,2.49788850362428,99.4811369989939,74.8340213552822,66.7745196366673,2.06564552627656,7.16026405952272,72.6879723590908,69.1451292135662,91.3833093369087
PTX3,0,0.62447212590607,3.74967362534669,5.75646318117556,5.61963779120467,5.50838807007083,0,4.86991378088202,4.83272408481914,4.19670766185574
PUDP,0,0,12.8560238583315,10.0177411204873,9.91700786683177,0.344274254379427,4.40631634432168,16.8643310560174,14.4052352528263,7.34423840824754
PUF60,22.3736759225687,6.2447212590607,154.88447791228,161.255728335009,117.681826686404,72.9861419284385,100.243696833318,113.541137965379,91.9146946131948,135.238904403301
PUM1,35.8636864052939,14.9873310217457,206.538145200219,194.747877752757,204.125078592287,68.1663023671265,57.0067177046617,190.467738985608,180.669531170931,187.278079410312
PUM2,7.2385422102428,9.36708188859105,103.307334575878,90.8325034432247,149.416251860265,19.2793582452479,12.1173699468846,157.009627639178,143.773541523369,137.652011308868
PUM3,10.5287886694441,4.99577700724856,35.6601614165624,31.623167865419,44.9571023296374,13.0824216664182,17.0744758342465,36.0734354139409,29.4610295170705,34.2031674441242
PURA,15.1351337123259,5.62024913315463,88.920831686793,85.6741143587947,105.616133781758,8.95113061386509,10.465001317764,158.452565055735,156.505910746835,136.288081318765
PURB,4.60634504288178,9.99155401449712,256.508285554329,237.584934932155,245.280661239639,23.410649297801,34.4243464400131,277.134167567601,277.695760873838,187.487914793405
PURG,0,0,7.72891910530645,7.40116694722572,8.26417322235981,2.06564552627656,0,8.65762449934581,12.3606212169413,7.8688268659795
PUS1,11.8448872531246,16.2362752735578,243.805309599073,243.715194423796,130.739220377732,30.9846828941484,63.6161922211442,131.126937729675,114.963071017717,141.638883587631
PUS10,0,0,8.18806281453257,8.07400030606442,11.4045590468565,0,0,11.6336829209959,13.568802238146,8.28849763216508
PUS3,1.97414787552076,2.49788850362428,17.6005088536681,14.5032968460787,21.9827007714771,2.06564552627656,0,15.5115772279946,16.7286602936047,15.737653731959
PUS7,12.1739118990447,9.99155401449712,55.8624846225119,49.5653907677844,64.2952676699593,14.4595186839359,15.9728967481661,60.0622699642115,69.1451292135662,71.4489479430939
PUS7L,7.2385422102428,0,57.1633917986526,45.6779091389385,91.0711889104051,5.50838807007083,11.5665804038444,92.708729013828,95.446300675178,54.4522819125782
PUSL1,3.94829575104153,4.68354094429553,29.155625535859,29.6794270509961,18.6770314825332,0,25.3363189798496,17.2250654101568,23.5130614126777,19.19993755299
PVR,15.7931830041661,13.4261507069805,165.750879030631,184.057303273431,139.829810922328,15.8366157014536,19.5530287779274,189.565903100259,183.271767216603,141.114295129899
PVRIG,0,0,9.94811369989939,10.0925003825805,8.59474015125421,0,0,10.371112681508,9.38663716474487,7.02948533360836
PVT1,6.58049291840255,0,26.706859086653,19.2878896200428,14.5449448713533,0,2.75394771520105,24.6201196700146,18.4944633245963,16.1573244981446
PWP1,17.1092815878466,17.48521952537,63.6679276793561,58.910298529433,70.4107558545056,18.9350839908685,1.10157908608042,95.6847874354782,94.6098676604978,85.612836301857
PWWP2A,5.26439433472204,0,37.0375925442408,36.2582421151967,40.4944487895631,4.81983956131197,0.55078954304021,45.0016106788912,35.6878086263567,31.7900605385572
PWWP2B,0,1.24894425181214,25.712047716663,24.894834277032,22.8091180937131,0,0,24.8004868470843,21.1896363718993,22.4523859909282
PWWP3A,6.90951756432267,4.37130488134249,56.1685804286627,51.8829278926732,52.8907086231028,0,7.71105360256293,57.8978638393751,56.5056969917315,55.7112942111349
PWWP3B,0,1.24894425181214,11.0959729729647,6.42929654001426,9.42115747349019,0,1.10157908608042,13.7980890458324,9.57251116800714,9.5475099307218
PXDC1,1.31609858368051,0,30.5330566635373,29.5299085268097,34.8748109983584,10.3282276313828,11.5665804038444,24.7103032585495,28.0669744926035,28.8523651752582
PXDN,7.89659150208306,8.11813763677891,62.5200684062908,60.7792800817627,75.6998267168159,10.3282276313828,17.0744758342465,99.7430489195465,92.0076316148259,76.275161754228
PXK,7.2385422102428,5.3080130702016,13.6212633737084,12.1110004590966,25.6189369893154,5.50838807007083,1.65236862912063,21.5538776598297,20.9108253670059,19.6196083191756
PXMP2,12.5029365449648,4.37130488134249,34.5888260950348,37.0805939982218,43.1389842207182,6.19693657882968,12.1173699468846,29.4900334508967,36.2454306361436,44.79985429031
PXMP4,0,0.62447212590607,6.88715563839188,6.8030928504802,7.93360629346542,0,0,8.4772573222761,7.06321212396644,12.275369910928
PXN,17.7673308796869,8.11813763677891,68.4124126746927,60.6297615575763,52.0642913008668,3.44274254379427,12.9435542614449,61.7757581463737,61.9889800879686,63.2653680024752
PXN-AS1,2.63219716736102,4.99577700724856,5.35667660763813,3.81272236675264,5.12378739786308,0,7.71105360256293,2.61532406751071,3.90335406850777,3.35736612948459
PXYLP1,3.94829575104153,2.49788850362428,11.3255448275778,10.7653337414192,17.3547637669556,0,0,21.37351048276,25.0000534387759,32.7343197624747
