,logFC.Riboseq_sample-Riboseq_control,AveExpr.Riboseq_sample-Riboseq_control,t.Riboseq_sample-Riboseq_control,P.Value.Riboseq_sample-Riboseq_control,adj.P.Val.Riboseq_sample-Riboseq_control,B.Riboseq_sample-Riboseq_control,Symbol.Riboseq_sample-Riboseq_control
VMAC,-0.883262464801303,2.61943011612382,-0.698492518406555,0.505372921277003,0.7042121705391,-6.68479839861713,VMAC
VMP1,-0.274595767073135,6.40131520194559,-0.589772149187302,0.572204685679864,0.749210546512847,-6.0338984777273,VMP1
VN1R1,-1.01897755570587,1.67933097712939,-2.07848817033784,0.0725637254442612,0.298852863673657,-5.51280551227888,VN1R1
VOPP1,-1.68508092475487,4.53787882396309,-1.89802616161648,0.0956071438641739,0.348882633503847,-5.51212886466995,VOPP1
VPS11,0.401112534201888,4.64816152052015,0.474365564694321,0.648373406911929,0.798157099124197,-6.16995179356025,VPS11
VPS13A,-1.33576795363263,6.03249218309038,-2.06613545449028,0.0739511522280922,0.300830617848345,-4.54077506015839,VPS13A
VPS13B,2.54834384078926,4.24105482521511,2.28264598631351,0.0530276310009772,0.271923341447686,-4.35185409338764,VPS13B
VPS13C,-1.16277404529188,5.92472923253907,-1.48162234088019,0.178085565902343,0.485725167431452,-5.15327877039185,VPS13C
VPS13D,-0.198097609131753,5.88423217240921,-0.239847933317961,0.816696914796786,0.902470736628132,-6.32109541779671,VPS13D
VPS16,0.28986881717728,5.16397817681593,0.474089862897004,0.64856132603711,0.798157099124197,-6.16591060299689,VPS16
VPS18,-0.308196933138094,4.9394910574277,-0.544427579042253,0.601521889065843,0.768060333636699,-6.10364176017045,VPS18
VPS25,1.40402124907375,5.4233571075839,3.41412777999326,0.00968005712606796,0.11568750956382,-2.54453349173667,VPS25
VPS26A,-1.34614448093635,5.47243432283496,-0.997407479937447,0.348814559177633,0.615481995815103,-6.00032301258854,VPS26A
VPS26B,-0.730174869402379,4.45409912407198,-0.570843057504588,0.584343632287235,0.757608924657861,-6.7621361048091,VPS26B
VPS26C,-0.609707218369159,5.35198865196388,-0.849415213301588,0.421222465638412,0.652339797162015,-6.01037305245268,VPS26C
VPS28,0.225105900750249,5.04751416863801,0.370558333209476,0.720932485425488,0.845755550994249,-6.17223389630748,VPS28
VPS29,1.14534469960946,5.96870015979402,2.95761336119256,0.0189620362074615,0.18544228630009,-3.2109861853969,VPS29
VPS33A,0.0203116595147561,5.49561921236617,0.0122403345756604,0.990544428833131,0.996785081789476,-6.63704114358839,VPS33A
VPS33B,-1.08360471992755,5.3037521994423,-2.02745715464421,0.0784655429365322,0.309707204020047,-4.48409898151743,VPS33B
VPS33B-DT,1.2890602254168,1.66944366454683,2.63607413047355,0.0308433754239126,0.22538788778619,-4.45766558039722,VPS33B-DT
VPS35,0.376633422791541,6.69963359085635,0.553727014677159,0.595443076695206,0.764645809786196,-6.08478385795237,VPS35
VPS35L,0.212336981598236,4.67747075652854,0.247524502271048,0.810961531664637,0.89918469451787,-6.36088631675458,VPS35L
VPS36,-1.01460436102707,4.21399052173251,-1.42032580758318,0.194635593808805,0.507523217767899,-5.9569419284187,VPS36
VPS37A,-1.12526343216758,3.83431378787815,-2.37171711808593,0.0462422042875132,0.265914232673134,-4.08064374483582,VPS37A
VPS37B,-0.288942399029037,5.85473423536385,-0.477255582909644,0.646405187693216,0.796956823288431,-6.09135576618022,VPS37B
VPS37C,0.563859424397601,4.35254762161762,0.755069464409999,0.472623464708022,0.683947981381743,-6.18122567942812,VPS37C
VPS37D,-1.31884895186776,2.21330337362959,-2.29082752310575,0.0523647430244194,0.270707748086742,-5.17194601647115,VPS37D
VPS39,-2.48162900337209,5.19659920852895,-1.7019789588688,0.128561789099031,0.413771236898233,-5.0929597856053,VPS39
VPS41,-0.753872536488308,5.54051378666726,-1.2751920879126,0.239295552496173,0.559174976573941,-5.60496216642719,VPS41
VPS45,-0.711047830109204,4.61354517453553,-0.799196999639408,0.448077506460488,0.66820200875556,-6.49474327137571,VPS45
VPS4A,-0.00308050140973748,7.28723979368747,-0.00514595475008841,0.996024694343091,0.998220519721764,-6.27457872341401,VPS4A
VPS4B,-1.51679343415318,6.44910677988874,-2.86243779126859,0.0218786705473365,0.198046570623224,-3.23127704778011,VPS4B
VPS50,-1.77002278095801,3.32425400226678,-2.20549357766632,0.0597059397441769,0.278939141518572,-5.14167574678282,VPS50
VPS51,-1.55851064304287,5.87395217275959,-2.62432806605876,0.0314011042439208,0.226227019844896,-3.64759038903123,VPS51
VPS52,-3.92221569504697,4.90212014946701,-5.175902589869,0.000949347521909083,0.0186571362446029,-0.306337825461089,VPS52
VPS53,0.527464766231775,6.49026377248625,1.02441333829206,0.336681732007425,0.610666916158319,-5.707969918005,VPS53
VPS54,-0.303372465672939,5.46970547247246,-0.549157433641533,0.598425882650839,0.766369421328943,-6.04741541225722,VPS54
VPS72,0.216267882781701,6.57290057167266,0.412670960053242,0.69107580140547,0.826666260492073,-6.13813759717843,VPS72
VPS8,0.976507136223309,4.18966618733228,0.937682411854972,0.37682650421603,0.627754050504242,-6.41822932201574,VPS8
VPS9D1,0.274045911397439,3.05432154467733,0.275271280279067,0.790335367499001,0.884658002341359,-6.99081001888162,VPS9D1
VPS9D1-AS1,-0.0271831589572717,3.32713196704276,-0.0508524036196798,0.960734888202029,0.982871113818061,-6.74974335191742,VPS9D1-AS1
VRK1,-0.535625909899494,5.12395688053251,-1.19552569689202,0.267329805939781,0.592335901261034,-5.97755592371163,VRK1
VRK2,0.761405769922274,2.82434317725129,1.47604522520715,0.179537779204969,0.488257263565689,-6.11762700697192,VRK2
VRK3,-0.0629832029505062,4.81293136471059,-0.125750683117692,0.903144014774249,0.953025048509037,-6.23202487238651,VRK3
VSIG10,0.905565347408256,4.6494068836584,0.791332087362609,0.452387709830361,0.670884415986734,-6.45517866092478,VSIG10
VSIG10L,0.517102814992774,1.47831328547036,1.31737927233219,0.225484968612796,0.54571078925522,-6.41541274425774,VSIG10L
VSTM2B,-0.11727901967834,2.05892745813184,-1.03564956966849,0.331730788434789,0.60836494061994,-6.87704503971606,VSTM2B
VSTM2L,0.240055091890347,1.46633093311905,0.344790180612702,0.739461656633582,0.856146913631866,-7.21263885418742,VSTM2L
VSTM4,-0.11727901967834,1.95501055833975,-1.16075278511313,0.28039389406003,0.602739529803257,-6.74339979064048,VSTM4
VTA1,1.06885318184526,6.68710392137137,1.87031641352928,0.0997204642333746,0.357749385451372,-4.74038532290124,VTA1
VTI1A,0.0355829751030741,4.62943839540737,0.0281693685414467,0.978242000328383,0.99080659108406,-6.92385785163879,VTI1A
VTI1B,-1.81462591845126,4.53818696212764,-1.94304735455497,0.0892696365425684,0.333345717609772,-5.41003149753441,VTI1B
VTRNA1-3,-2.51166253587009,2.62302064296005,-2.05021741566382,0.0757774175251691,0.304991419587211,-4.62645567487599,VTRNA1-3
VTRNA2-1,-2.35542699961837,1.2795977155484,-7.32618127511345,9.82552883870973e-05,0.0031566426168906,1.74220662715969,VTRNA2-1
VWA1,-2.00143189726789,3.41619132951882,-2.53720137624429,0.0358743189681999,0.238205813102003,-4.17754650803123,VWA1
VWA2,2.11164746723186,2.23883685565652,8.78861856868375,2.76301757867046e-05,0.00125334995510445,3.14850399620875,VWA2
VWA5B2,-2.23758019834838,2.77482223236212,-2.09989374088885,0.070219770655377,0.297618357044911,-4.63094829010274,VWA5B2
VWA8,0.935925393478588,3.80954761947259,0.69254561908587,0.508897518700504,0.706462006279932,-6.65486170396805,VWA8
VWCE,-2.06268565383388,1.68551233827675,-2.53515493494064,0.0359868867067813,0.23845238435706,-4.58559683605004,VWCE
VWDE,3.88980553640968,3.75116112677498,8.02151461083674,5.25117994362832e-05,0.00197261121580309,2.49496631196542,VWDE
WAC,-0.357782097540387,7.65303228577813,-0.750572707936284,0.47517415891169,0.685441827945704,-6.00614949237758,WAC
WAC-AS1,-2.2861846161801,5.06972228277237,-9.58327534925081,1.49011516074261e-05,0.000851249257190369,3.70813862059836,WAC-AS1
WAPL,-0.255823048445061,6.9001523890967,-0.520727713473793,0.617164885382373,0.778471797100448,-6.05708341928327,WAPL
WARS1,0.7674958350037,6.53604842738526,1.33130011631388,0.22108021090065,0.540705670098655,-5.4028621219809,WARS1
WARS2,-0.362721043092781,2.76114686696837,-0.563640733293161,0.589000076955164,0.75995761270825,-7.12009587039468,WARS2
WARS2-AS1,1.06214416935424,3.71117627708769,1.61565846272877,0.146221046489216,0.441448010800951,-5.81605217988713,WARS2-AS1
WASF1,0.980409408384757,6.07927785004459,1.02305395242981,0.337284569935871,0.611051666345394,-5.77279772896579,WASF1
WASF2,1.73487921325414,7.26781988983307,3.48961619904298,0.00868320067408088,0.107700059951519,-2.44103687562393,WASF2
WASF3,-2.2171642898086,5.23145415784607,-2.26346671687918,0.0546146847412542,0.274895381940934,-4.43986376095834,WASF3
WASH2P,0.313757139791821,4.60607682732169,0.412133237723434,0.691453547451245,0.826843854926984,-6.36383162253753,WASH2P
WASH3P,-1.46486876919678,5.08680245375437,-2.33355651354009,0.0490353799477874,0.268124538262387,-4.06384751694071,WASH3P
WASH5P,-0.619498148684889,2.49103819179337,-1.19623017380807,0.267070413696393,0.592053283782153,-6.64625055508087,WASH5P
WASH7P,0.271862372692762,4.95351019615909,0.517356852688762,0.61940717799939,0.780221940148454,-6.17679079699352,WASH7P
WASH8P,0.599377915233082,6.09199476385816,0.498572340481649,0.631980365419601,0.786906928888886,-6.14410034221938,WASH8P
WASHC1,1.36080367143425,4.65213811224453,2.5566438776906,0.0348226209005455,0.237081784710601,-3.88647769422337,WASHC1
WASHC2A,-0.427306339024142,5.76399250197595,-0.66024030629725,0.528313141892766,0.718886621243576,-5.97282605828475,WASHC2A
WASHC2C,0.400954060685531,5.5261055214581,0.722003067080885,0.491591145200945,0.695424685304029,-5.99253973017738,WASHC2C
WASHC3,0.927287417822295,2.71670549916472,0.60250526682217,0.564120879819627,0.744233006347002,-6.595325731112,WASHC3
WASHC4,-0.645375691579543,5.16164523101265,-0.787667898020698,0.454405398570489,0.672908107420111,-6.01374986174512,WASHC4
WASHC5,1.77177592265551,4.50482732365143,2.94352553655246,0.0193668153294198,0.187872435189563,-3.28417019875216,WASHC5
WASIR2,-0.11727901967834,1.47551300894954,-1.16422217825791,0.279067386028637,0.601995968814578,-6.73953828656736,WASIR2
WASL,-0.0867988555713639,5.68589811871348,-0.149109814883332,0.885290430462194,0.942065470102381,-6.19873874437356,WASL
WBP1,-0.59466082528721,4.50361820395356,-0.756943167213925,0.471563327826565,0.683373619037392,-6.12820647965174,WBP1
WBP11,0.400774727553592,7.13636293929009,1.14146494098396,0.287862621432097,0.604515695757461,-5.67647555462702,WBP11
WBP11P1,0.667409838974293,3.43196473290947,0.583265537045131,0.576360986269839,0.751786529246987,-6.67701912339714,WBP11P1
WBP1L,-1.47587666704332,4.97362339699247,-2.52965736068757,0.0362910775533886,0.239270928099307,-4.0540506691319,WBP1L
WBP2,0.174979052802347,6.06980108963124,0.234446461805051,0.820739632578132,0.905550650140703,-6.24389798909981,WBP2
WBP4,1.72707550945295,3.8978748770217,1.71367156469467,0.126328363816673,0.409795033180251,-5.3398985536277,WBP4
WDCP,1.81433087651868,4.56316381140558,1.41256378390009,0.196825560575832,0.510529690800845,-5.64602211782757,WDCP
WDFY1,0.841349051768444,5.64099746211616,0.824061087650054,0.434636782603143,0.659930086526136,-5.97496050379613,WDFY1
WDFY2,-1.21230997246564,3.26122745119589,-2.03185940338801,0.0779384452873024,0.309288053169006,-5.56735385582744,WDFY2
WDFY3,-3.40409354099951,5.40074079384829,-2.90059506761451,0.0206568702882489,0.194902872030236,-3.35786624366612,WDFY3
WDFY3-AS2,-0.11727901967834,1.65410407836703,-1.05648561384134,0.322700141237215,0.607912164071706,-6.85556536604569,WDFY3-AS2
WDHD1,-1.70976209992764,5.72744368648023,-1.17297391154379,0.275744004262547,0.600985775397083,-5.71093039652906,WDHD1
WDPCP,1.33088908808218,2.27917137785572,1.55111139264301,0.160855654363482,0.462311778081934,-5.64712428689765,WDPCP
WDR1,-0.432905841767059,6.56771316479894,-0.69776970324756,0.505800490437119,0.704398055196471,-5.93996860373466,WDR1
WDR11,-1.59198202772402,6.45296968177206,-3.05341571519539,0.0164338506044469,0.167414050119454,-2.95766495305135,WDR11
WDR12,0.587871100195279,6.02303464643756,1.4160039617459,0.195852289820928,0.509152101827616,-5.33790306820494,WDR12
WDR13,0.565398592209145,5.48043284621814,0.511627396318421,0.623228200218877,0.782493410058082,-6.20401811412807,WDR13
WDR17,-0.11727901967834,2.22253829601482,-0.819945695668415,0.436841925991108,0.661430123063055,-7.0794234039763,WDR17
WDR18,0.848794877453931,5.6898072980805,1.10991184741548,0.300427695910432,0.60717441561597,-5.68305053108931,WDR18
WDR19,0.729232793236696,4.23794279435455,1.56558734800826,0.157461979009007,0.457664526940345,-5.31471919494396,WDR19
WDR20,-0.244254533369316,4.79821826030007,-0.730308670395379,0.486780945695642,0.692350142147469,-6.35274777985792,WDR20
WDR24,0.389053486403287,5.28750652544126,0.768506557769238,0.465055785555909,0.679793152697751,-5.95947020538512,WDR24
WDR25,-1.47287197269285,2.77038467575651,-1.2879849341093,0.235033482337623,0.555068432010512,-5.75674652100538,WDR25
WDR26,-0.781224234903572,7.7186580523969,-1.48100384558634,0.178246095220468,0.485865442848686,-5.27120185932956,WDR26
WDR27,-1.30909555096596,5.03887651294777,-1.19488966198596,0.26756417638163,0.592335901261034,-5.9846418456578,WDR27
WDR3,0.325877192487633,6.62980829770904,0.433560960538041,0.676473324387853,0.816716413148207,-6.18917604633703,WDR3
WDR31,1.90891491554853,2.32530341985334,2.83356340808315,0.0228530596456664,0.201055170657297,-3.99430942309218,WDR31
WDR33,-1.04486206157754,6.69731281926325,-1.46532819678306,0.182358077873687,0.492951757433741,-5.21320336895068,WDR33
WDR34,0.219355866598299,4.78974310910231,0.186035144805259,0.857214832207192,0.927074820407013,-6.61270041281538,WDR34
WDR35,-0.185216051428847,5.02211203270193,-0.44589603557495,0.66791869748176,0.811550472639353,-6.39779972812743,WDR35
WDR36,-0.204372998228044,6.64505213586722,-0.305891956844315,0.767777115352679,0.874264673899779,-6.18571202066433,WDR36
WDR37,-2.99778542511313,4.94025463469208,-2.57176218297127,0.0340266402458494,0.235186528771623,-3.87789711878587,WDR37
WDR4,1.81887121832655,5.84659240732146,3.79348884440797,0.00565117970633401,0.0781574949797393,-2.0365880992353,WDR4
WDR41,-0.0143388951896428,5.73420099679409,-0.0231584056509541,0.982111598348138,0.992153498576363,-6.20751635371445,WDR41
WDR43,-0.178277817160992,7.06619433508467,-0.328877743643127,0.750996500503789,0.863213363534528,-6.17530987578794,WDR43
WDR44,-0.125583137166006,4.72078694099493,-0.341801342710454,0.741622978481273,0.857777629241718,-6.53541602069162,WDR44
WDR45,-0.0592727156904882,5.48361094482412,-0.0737968223548875,0.943049258303716,0.971816370269403,-6.20266172423261,WDR45
WDR45B,-0.349771057432583,6.62112075084124,-0.88051845926342,0.405169548992713,0.642260521342845,-5.90385305930511,WDR45B
WDR46,2.15673840531095,6.61688831744483,4.42917508014225,0.00240295604399407,0.0398879642515702,-1.19983097387053,WDR46
WDR47,-0.0279853525458504,4.48441466042153,-0.0299485859804708,0.976868184320798,0.99031820306557,-6.79416841808144,WDR47
WDR48,-1.01688824136635,5.66816366069695,-1.44137444114213,0.188804817694943,0.498628615021887,-5.24780376270282,WDR48
WDR5,0.261803477505887,6.83637929509221,0.456155544414229,0.660842824082382,0.806758440875792,-6.11442973769542,WDR5
WDR53,2.10525202280863,3.67197870383829,2.88695393943808,0.0210852910675994,0.195891760617573,-3.86100025694743,WDR53
WDR54,3.25053990506652,3.92108301524005,2.28412258652915,0.0529073749631511,0.271923341447686,-4.30928864725632,WDR54
WDR55,-0.0602837897867916,5.18140021310577,-0.117284551696059,0.909629935915205,0.955438663514489,-6.3633972717664,WDR55
WDR59,0.537065516848612,5.69558374599273,1.0484766065078,0.32614832970351,0.607912164071706,-5.75694863592333,WDR59
WDR5B,-0.11727901967834,2.55278139390261,-0.806303296887034,0.44420727143481,0.665877424301558,-7.09092285214525,WDR5B
WDR6,-0.489440157374582,7.08121183630705,-0.814738841786844,0.439643003740733,0.663929054539371,-5.87098867315038,WDR6
WDR60,-0.596066116495121,5.53205917140014,-0.768232457325302,0.465209343365544,0.679793152697751,-6.03798355257613,WDR60
WDR61,2.06632698528662,4.68163875742723,1.19191356640728,0.268663085914769,0.594029238605304,-5.76285775612863,WDR61
WDR62,-1.1815584431397,6.53372690815796,-1.55077520101839,0.16093525306574,0.462351683262501,-5.10077833655464,WDR62
WDR63,-1.65161349641471,1.53757450498344,-2.41499519357601,0.0432680329958077,0.258657843333827,-4.89080418079302,WDR63
WDR7,0.55963025498429,5.15673067963528,1.39853963943551,0.200837323297992,0.514975990939799,-5.3554281785364,WDR7
WDR70,-0.564134257647384,5.10887374182968,-1.61027488733379,0.147393368395975,0.443301490995023,-5.05591135284032,WDR70
WDR73,1.33573717213814,5.3805199894115,1.69362964797218,0.13017909950055,0.416186504941363,-5.0778680849205,WDR73
WDR74,0.161765251009403,5.97691661143105,0.14982788907834,0.884742653299496,0.941805975488542,-6.20521086577785,WDR74
WDR75,-0.835831278575462,6.10570025789524,-1.58714102478912,0.152529737837282,0.450592149969852,-5.01472095198573,WDR75
WDR76,2.26820700733511,5.15354554611081,1.28853053013306,0.234853155981874,0.554847532555144,-5.63908026017637,WDR76
WDR77,-1.24177679383664,6.05024023964558,-1.59879676423771,0.149921688845352,0.446730089153935,-5.02927254715514,WDR77
WDR78,-0.11727901967834,1.5545543241714,-0.916098825383833,0.387351535578666,0.632768329728602,-6.99386854781564,WDR78
WDR81,-0.63811949700894,5.35349478872648,-0.949000706510421,0.371392727203759,0.625752506359967,-5.74563970484727,WDR81
WDR82,1.38731805255816,6.76104135195582,2.21799201937552,0.0585697740643109,0.277826041064678,-4.3113529747107,WDR82
WDR83,3.83278402087963,4.6894077403492,7.73631544026468,6.75308779936763e-05,0.0023701530780019,2.26317175327928,WDR83
WDR83OS,0.603173762988002,5.52148970999488,0.807836803413243,0.443375112885427,0.665385560067861,-5.94947671526186,WDR83OS
WDR86,-0.11727901967834,1.74341444981174,-0.98280326208743,0.355513694529431,0.618634963525938,-6.93005947543968,WDR86
WDR88,-0.11727901967834,1.47286293849658,-0.950707028944104,0.370578637745586,0.625752506359967,-6.96120450718283,WDR88
WDR89,-0.741578239628534,4.07598397747576,-0.599484633554814,0.566032572022573,0.745295153605739,-6.79298166115606,WDR89
WDR90,-0.548370311669005,3.92722235326633,-0.704404410547033,0.501884455288997,0.701995856447569,-7.02401133514537,WDR90
WDR91,1.0369301821897,4.36672450650419,1.46950894876269,0.181253201870832,0.491148950065728,-5.32717701604934,WDR91
WDR92,2.0942091659144,4.79133313468695,2.02803284744951,0.0783964158267729,0.309707204020047,-4.8061435630065,WDR92
WDSUB1,-2.46464929959499,3.10665098496343,-2.6988436454034,0.0280308894422115,0.214227480382497,-3.88185161031649,WDSUB1
WDTC1,-0.977535811777372,6.19644912260441,-1.76447553098801,0.117039680625101,0.392992875469525,-4.8117231877331,WDTC1
WDYHV1,-1.53652587033612,3.31004946051694,-1.69549589904325,0.129815958197553,0.4152962197175,-5.80465096419507,WDYHV1
WEE1,0.649721165386139,5.94190114921544,1.28108664203416,0.237323634524574,0.55751394534867,-5.44609950747715,WEE1
WEE2-AS1,-0.841750240829039,2.25759214937913,-1.98044677814003,0.0843153686878781,0.32218521677421,-4.70483345131478,WEE2-AS1
WFDC2,-3.45340279824778,3.11917836289725,-2.76857871220059,0.0252143654088305,0.207030880097351,-3.52610062079308,WFDC2
WFS1,1.85919889536477,4.44593405953522,0.998837688695912,0.348163720899646,0.615481995815103,-5.92111419892486,WFS1
WHAMM,-1.90347858519253,4.49488577436408,-1.87856336980449,0.0984788548706007,0.355139370377104,-5.08552810798083,WHAMM
WHAMMP1,1.2890602254168,2.25846411212896,2.64332149676527,0.0305043395572284,0.225051962489191,-4.44641956888878,WHAMMP1
WHAMMP2,-0.314248679672052,2.47564239519752,-0.443463808333439,0.669601441208377,0.812636781880434,-7.15696263072896,WHAMMP2
WHAMMP3,-0.11727901967834,1.90134309617419,-1.10525676392274,0.302318208144144,0.60790398527324,-6.80405174611686,WHAMMP3
WHRN,-1.82915775635051,4.67566763475083,-3.8806289491967,0.00500840949902743,0.0703469396528438,-1.91176284080089,WHRN
WIF1,-1.84409847121975,1.7748980238498,-2.26294217289924,0.0546587507424035,0.274895381940934,-5.03139098422384,WIF1
WIPF1,-0.465008950058918,4.25725397387529,-0.435269231694658,0.675285560677282,0.815926522851752,-6.59106372508192,WIPF1
WIPF2,-1.67905763095362,6.17655814264553,-4.53531516169256,0.00209540147881076,0.0355437977706159,-1.00118982427631,WIPF2
WIPF3,-0.0160501945984324,4.4417989885116,-0.0178809311393601,0.986187550017352,0.99425184575065,-6.45169022191512,WIPF3
WIPI1,2.63177772733802,2.59284581796235,2.94592219943035,0.0192973211723094,0.187450409367382,-3.63748796095934,WIPI1
WIPI2,0.138213276175955,6.45312541885435,0.223046174261352,0.829290862424762,0.91095965805778,-6.2124674575451,WIPI2
WIZ,-0.359048545134902,5.85714105613887,-0.693167216278346,0.50852838669574,0.706380773091307,-5.94313561443276,WIZ
WLS,-0.0758841223598328,7.29679071731286,-0.149069823394168,0.885320939595229,0.942065470102381,-6.30857741068674,WLS
WNK1,-0.452521354025661,8.33655942558483,-1.18951573416167,0.269551183686813,0.594719459266178,-5.86416453403589,WNK1
WNK2,-0.555315752118541,4.23817633001904,-0.984856689691702,0.354565894057171,0.618530372940603,-5.73054464413554,WNK2
WNK3,0.489669133084403,2.84230499839608,0.393554822508356,0.704560936606953,0.835659555217505,-6.90154581689481,WNK3
WNK4,0.718601036558091,2.99587527539448,0.826818841368038,0.43316343691775,0.659529509978735,-6.78750701886192,WNK4
WNT10B,-1.10968389576293,2.88072309491095,-1.54099213719138,0.16326725286822,0.466547171676718,-5.78671843190834,WNT10B
WNT11,0.254083599651777,2.31280884968641,0.403448997521532,0.697566913417804,0.83105407383976,-7.10827263065029,WNT11
WNT16,0.587449856355478,2.00913072348849,1.35085815678767,0.215017193806684,0.532272091315134,-6.34591324917528,WNT16
WNT2B,-0.11727901967834,2.30136218220162,-0.718010309517551,0.493914459839135,0.697255524281081,-7.16134462402062,WNT2B
WNT3,-1.6050961764319,3.48528290093311,-2.18088816266392,0.0620070712790155,0.282086818970559,-5.22951800041387,WNT3
WNT3A,-1.97612020601721,1.60609666570682,-2.27532187886542,0.0536281706659196,0.27279034685269,-4.97123795917932,WNT3A
WNT5A,1.25295741123417,4.60373505272205,0.823499183081412,0.434937410196242,0.660091198701236,-6.25797347512521,WNT5A
WNT5B,-0.11727901967834,2.91691277237594,-0.806835211667499,0.443918505928961,0.665647032019259,-7.09047753653008,WNT5B
WNT7B,-0.11727901967834,1.73271067316217,-1.1285948175468,0.292935497359591,0.606342982823083,-6.77880408279421,WNT7B
WNT8B,-0.11727901967834,1.680725537512,-1.06445935566582,0.319295619631855,0.607912164071706,-6.84726076035885,WNT8B
WNT9A,-0.11727901967834,2.02751085836004,-1.06629267328518,0.318516864557894,0.607912164071706,-6.84534480712869,WNT9A
WRAP53,1.62466608470112,4.73254118563965,0.876309009227208,0.407316092633352,0.643653848913395,-6.01694098623235,WRAP53
WRAP73,0.225512042168603,4.91893308804813,0.254631376948856,0.805662651583927,0.894801643755632,-6.32588034828906,WRAP73
WRN,-1.4831255377832,4.77447339047806,-1.47682745548995,0.179333459947284,0.487815417638992,-5.64286491131523,WRN
WRNIP1,1.47044009551497,6.68420340404799,2.98845709987678,0.0181063793806195,0.179261854883622,-3.15691364755417,WRNIP1
WSB1,-0.916427163957458,6.46046657937729,-1.09437811630689,0.306773330930505,0.607912164071706,-5.63829828767314,WSB1
WSB2,-0.275922651488515,5.03784951365495,-0.21050738719322,0.838724245342603,0.915935895152324,-6.93385113542876,WSB2
WSCD1,-3.04823420346136,5.60687758605358,-2.2029890332193,0.0599362365749297,0.279001664408327,-4.34601827270927,WSCD1
WT1,0.243716220990397,2.72694573369678,0.194075196277706,0.851128931975538,0.923559112428443,-6.75566734007471,WT1
WT1-AS,1.33893931612993,1.53893289448224,7.45907024000706,8.68603494397126e-05,0.00283475235445216,1.86028867239004,WT1-AS
WTAP,1.75523192665576,6.64493033219997,4.2942710641544,0.00286674739549931,0.0456053828106027,-1.35751388712513,WTAP
WTIP,-0.0563405024659973,4.24532996110465,-0.0505688170200942,0.960953645099313,0.982963858357508,-7.0659643627687,WTIP
WWC1,-0.0991328106328613,5.95294041783615,-0.160175179146472,0.876856827799172,0.93797995854676,-6.19413597418035,WWC1
WWC2,-1.09245546932585,5.79541783684865,-1.67175214558548,0.134507202224292,0.422900259826811,-4.95912155714346,WWC2
WWC3,0.731253991262855,5.28798800452233,2.07340731974191,0.07313127534805,0.299727614130336,-4.53664393189681,WWC3
WWOX,0.590680218848357,4.74631353657473,0.982902843368216,0.355467686460013,0.618634963525938,-5.97089092219653,WWOX
WWP1,-0.907059468767497,4.29716765255016,-0.86463297933638,0.413312754354019,0.647343809072392,-6.31810356102085,WWP1
WWP2,0.311131447991532,5.27275927211871,0.33658972989728,0.745397527967591,0.859586872081675,-6.21243501197199,WWP2
WWTR1,-0.526577283765503,4.91275184398977,-0.766908592093677,0.465951482924174,0.679885711226099,-6.10079224758548,WWTR1
XAB2,0.67835534132679,5.8118116877741,1.08096642026192,0.312337634894734,0.607912164071706,-5.69844912587882,XAB2
XBP1,-0.174727743204702,6.60780108983159,-0.178548621335755,0.862890960808203,0.930656920426873,-6.18969128963108,XBP1
XIAP,-1.56411710516551,5.97716754780677,-1.49826088229563,0.173815353699884,0.479611767285549,-5.5827195986357,XIAP
XIST,-0.58394509901798,12.1278015000592,-2.69865522993443,0.02803892429547,0.214227480382497,-3.86118861275184,XIST
XK,-0.829526690345178,3.81343920152843,-0.955117157359683,0.368480737659262,0.62488231743486,-6.74049174797919,XK
XKR6,2.59937110389345,2.73968338499938,7.89582980823372,5.8615079527552e-05,0.00210853496804224,2.41539561776507,XKR6
XKR7,-0.11727901967834,1.55769735627326,-0.927180728986098,0.381920818076797,0.62984296138756,-6.9835143075359,XKR7
XKR8,-1.01460436102707,3.51602621460435,-1.3644370755859,0.210892880648375,0.527323592191508,-6.02641381786825,XKR8
XPA,-1.77204441678798,3.81498771083329,-2.44330372463588,0.0414280001655647,0.254556295267103,-4.81280908564958,XPA
XPC,0.45686000578864,6.14940374433577,1.04985089376183,0.325554604509501,0.607912164071706,-5.6839275324629,XPC
XPNPEP1,1.07318605843601,6.01347322832214,2.64847587611417,0.0302655468960984,0.22469403704386,-3.63269331115607,XPNPEP1
XPNPEP3,-0.0446369175169927,4.9534718775103,-0.0696535202713643,0.946240733687529,0.973662966170243,-6.57416195859847,XPNPEP3
XPO1,0.496098711987674,8.09618199390584,0.911318048985429,0.389711798722924,0.634294477042367,-5.94209805474435,XPO1
XPO4,0.920051834661332,5.65049496534033,1.28118529832407,0.237290748579657,0.55751394534867,-5.6320308813574,XPO4
XPO5,-1.16566708101571,7.56758802510607,-3.10945262056664,0.0151212751268698,0.1585206349601,-3.06248933706152,XPO5
XPO6,-0.827809638790963,6.73191080818655,-1.52037050019286,0.168283330225852,0.472641557341885,-5.1150212162859,XPO6
XPO7,-0.660570000541866,6.82371106704018,-1.36721363533987,0.210058074115236,0.526331687750484,-5.34410021139718,XPO7
XPOT,-1.01671030974779,7.76788675208292,-1.83735752727264,0.104833603492766,0.368655468157765,-4.832019087583,XPOT
XPR1,-0.293913302369432,5.39749267516492,-0.43803551003705,0.673364228333716,0.815145937706769,-6.28265362817463,XPR1
